149,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-10-27 01:20:00,1
2019-10-27 07:15:00,3
2019-10-27 07:20:00,1
2019-10-27 07:25:00,1
2019-10-27 07:35:00,2
2019-10-27 08:30:00,9
2019-10-27 08:55:00,13
2019-10-27 09:35:00,6
2019-10-27 14:20:00,1
2019-10-27 14:21:00,1
2019-10-27 15:20:00,35
2019-10-27 15:21:00,36
2019-10-27 15:22:00,30
2019-10-27 16:45:00,1
2019-10-27 17:15:00,1
2019-10-27 17:20:00,1
2019-10-27 17:24:00,3
2019-10-27 17:45:00,1
2019-10-27 17:46:00,1
2019-10-27 19:45:00,1
2019-10-27 19:47:00,1
