862,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-10-27 18:21:00,1
2019-10-27 20:16:00,160
2019-10-27 20:30:00,12
2019-10-27 20:31:00,15
2019-10-27 20:32:00,12
2019-10-27 20:33:00,12
2019-10-27 20:34:00,12
2019-10-27 20:35:00,12
2019-10-27 20:36:00,12
2019-10-27 20:37:00,12
2019-10-27 20:38:00,12
2019-10-27 20:39:00,12
2019-10-27 20:40:00,10
2019-10-27 20:41:00,13
2019-10-27 20:42:00,12
2019-10-27 20:43:00,12
2019-10-27 20:44:00,12
2019-10-27 20:45:00,12
2019-10-27 20:46:00,12
2019-10-27 20:47:00,11
2019-10-27 20:48:00,12
2019-10-27 20:49:00,9
2019-10-27 20:50:00,10
2019-10-27 20:51:00,10
2019-10-27 20:52:00,10
2019-10-27 20:53:00,10
2019-10-27 20:54:00,10
2019-10-27 20:55:00,10
2019-10-27 20:56:00,10
2019-10-27 20:57:00,10
2019-10-27 20:58:00,10
2019-10-27 20:59:00,10
2019-10-27 21:00:00,10
2019-10-27 21:01:00,10
2019-10-27 21:02:00,10
2019-10-27 21:03:00,10
2019-10-27 21:04:00,10
2019-10-27 21:05:00,10
2019-10-27 21:06:00,10
2019-10-27 21:07:00,10
2019-10-27 21:08:00,10
2019-10-27 21:09:00,9
2019-10-27 21:10:00,8
2019-10-27 21:11:00,8
2019-10-27 21:12:00,8
2019-10-27 21:13:00,8
2019-10-27 21:14:00,8
2019-10-27 21:15:00,8
2019-10-27 21:16:00,8
2019-10-27 21:17:00,8
2019-10-27 21:18:00,8
2019-10-27 21:19:00,8
2019-10-27 21:20:00,8
2019-10-27 21:21:00,8
2019-10-27 21:22:00,8
2019-10-27 21:23:00,8
2019-10-27 21:24:00,8
2019-10-27 21:25:00,9
2019-10-27 21:26:00,9
2019-10-27 21:27:00,8
2019-10-27 21:28:00,8
2019-10-27 21:29:00,8
2019-10-27 21:30:00,9
2019-10-27 21:31:00,8
2019-10-27 21:32:00,6
2019-10-27 21:33:00,6
2019-10-27 21:34:00,6
2019-10-27 21:35:00,6
2019-10-27 21:36:00,6
2019-10-27 21:37:00,6
2019-10-27 21:38:00,6
2019-10-27 21:39:00,5
2019-10-27 21:40:00,4
2019-10-27 21:41:00,4
2019-10-27 21:42:00,4
2019-10-27 21:43:00,4
2019-10-27 21:44:00,3
2019-10-27 21:45:00,2
2019-10-27 21:46:00,3
2019-10-27 21:47:00,3
2019-10-27 21:48:00,4
2019-10-27 21:49:00,2
2019-10-27 21:50:00,2
2019-10-27 21:51:00,2
2019-10-27 21:52:00,1
