16,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-09-15 08:12:00,1
2019-09-15 08:31:00,1
2019-09-15 09:37:00,1
2019-09-15 09:55:00,1
2019-09-15 09:56:00,1
2019-09-15 12:05:00,1
2019-09-15 12:06:00,1
2019-09-15 14:35:00,1
2019-09-15 14:41:00,1
2019-09-15 17:43:00,1
2019-09-15 18:01:00,1
2019-09-15 18:18:00,1
2019-09-15 20:24:00,1
2019-09-15 20:33:00,1
2019-09-15 20:40:00,1
2019-09-15 20:48:00,1
