15,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-09-15 13:55:00,1
2019-09-15 13:57:00,1
2019-09-15 14:01:00,1
2019-09-15 14:03:00,1
2019-09-15 14:06:00,1
2019-09-15 14:12:00,1
2019-09-15 14:15:00,1
2019-09-15 14:18:00,1
2019-09-15 14:21:00,1
2019-09-15 14:24:00,1
2019-09-15 14:30:00,1
2019-09-15 14:35:00,1
2019-09-15 14:40:00,1
2019-09-15 14:43:00,1
2019-09-15 14:47:00,1
