247,"SELECT ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM Star WHERE ra BETWEEN # AND # AND dec BETWEEN # and # AND g<#"
2019-09-15 10:46:00,1
2019-09-15 10:47:00,7
2019-09-15 10:50:00,1
2019-09-15 10:51:00,3
2019-09-15 14:01:00,1
2019-09-15 14:07:00,1
2019-09-15 14:08:00,1
2019-09-15 14:09:00,2
2019-09-15 14:14:00,2
2019-09-15 14:19:00,2
2019-09-15 14:20:00,1
2019-09-15 14:21:00,1
2019-09-15 14:23:00,1
2019-09-15 14:26:00,1
2019-09-15 14:27:00,2
2019-09-15 14:30:00,1
2019-09-15 14:31:00,1
2019-09-15 14:32:00,1
2019-09-15 14:37:00,1
2019-09-15 14:38:00,1
2019-09-15 14:39:00,1
2019-09-15 14:44:00,1
2019-09-15 14:45:00,1
2019-09-15 14:51:00,1
2019-09-15 14:52:00,1
2019-09-15 14:53:00,2
2019-09-15 14:54:00,1
2019-09-15 14:59:00,1
2019-09-15 15:05:00,1
2019-09-15 15:07:00,2
2019-09-15 15:08:00,2
2019-09-15 15:13:00,4
2019-09-15 15:14:00,1
2019-09-15 15:15:00,1
2019-09-15 15:18:00,1
2019-09-15 15:19:00,1
2019-09-15 15:20:00,1
2019-09-15 15:24:00,3
2019-09-15 15:25:00,1
2019-09-15 15:29:00,1
2019-09-15 15:30:00,1
2019-09-15 15:35:00,1
2019-09-15 15:41:00,2
2019-09-15 15:45:00,1
2019-09-15 15:49:00,1
2019-09-15 15:50:00,1
2019-09-15 15:51:00,1
2019-09-15 15:53:00,1
2019-09-15 15:54:00,1
2019-09-15 15:55:00,1
2019-09-15 15:56:00,1
2019-09-15 15:57:00,1
2019-09-15 16:05:00,1
2019-09-15 16:06:00,1
2019-09-15 16:08:00,1
2019-09-15 16:12:00,1
2019-09-15 16:13:00,1
2019-09-15 16:18:00,1
2019-09-15 16:19:00,1
2019-09-15 16:20:00,1
2019-09-15 16:23:00,3
2019-09-15 16:24:00,1
2019-09-15 16:26:00,1
2019-09-15 16:28:00,1
2019-09-15 16:29:00,2
2019-09-15 16:30:00,2
2019-09-15 16:34:00,1
2019-09-15 16:35:00,1
2019-09-15 16:36:00,1
2019-09-15 16:37:00,1
2019-09-15 16:41:00,1
2019-09-15 16:42:00,1
