247,"SELECT ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM Star WHERE ra BETWEEN # AND # AND dec BETWEEN # and # AND g<#"
2019-09-15 16:46:00,1
2019-09-15 16:47:00,2
2019-09-15 16:53:00,1
2019-09-15 16:54:00,1
2019-09-15 16:55:00,1
2019-09-15 16:58:00,1
2019-09-15 16:59:00,2
2019-09-15 17:00:00,1
2019-09-15 17:03:00,1
2019-09-15 17:04:00,1
2019-09-15 17:05:00,1
2019-09-15 17:08:00,1
2019-09-15 17:09:00,2
2019-09-15 17:11:00,1
2019-09-15 17:13:00,1
2019-09-15 17:18:00,1
2019-09-15 17:19:00,1
2019-09-15 17:20:00,1
2019-09-15 17:21:00,1
2019-09-15 17:22:00,1
2019-09-15 17:25:00,1
2019-09-15 17:27:00,2
2019-09-15 17:29:00,1
2019-09-15 17:31:00,1
2019-09-15 17:32:00,1
2019-09-15 17:34:00,1
2019-09-15 17:39:00,2
2019-09-15 17:40:00,1
2019-09-15 17:44:00,1
2019-09-15 17:45:00,1
2019-09-15 17:46:00,1
2019-09-15 17:47:00,1
2019-09-15 17:49:00,1
2019-09-15 17:51:00,1
2019-09-15 17:52:00,1
2019-09-15 17:56:00,1
2019-09-15 17:57:00,1
2019-09-15 17:58:00,1
2019-09-15 17:59:00,2
2019-09-15 18:03:00,1
2019-09-15 18:04:00,1
2019-09-15 18:06:00,1
2019-09-15 18:07:00,1
2019-09-15 18:10:00,1
2019-09-15 18:12:00,1
2019-09-15 18:13:00,1
2019-09-15 18:15:00,1
2019-09-15 18:18:00,1
2019-09-15 18:20:00,2
2019-09-15 18:22:00,2
2019-09-15 18:23:00,1
2019-09-15 18:25:00,1
2019-09-15 18:27:00,1
2019-09-15 18:29:00,1
2019-09-15 18:31:00,2
2019-09-15 18:32:00,2
2019-09-15 18:39:00,2
2019-09-15 18:40:00,1
2019-09-15 18:41:00,1
2019-09-15 18:43:00,1
2019-09-15 18:46:00,1
2019-09-15 18:48:00,2
2019-09-15 18:49:00,1
2019-09-15 18:53:00,2
2019-09-15 18:55:00,1
2019-09-15 18:56:00,1
2019-09-15 18:57:00,1
2019-09-15 19:01:00,1
2019-09-15 19:03:00,1
2019-09-15 19:05:00,1
2019-09-15 19:09:00,1
2019-09-15 19:11:00,1
2019-09-15 19:12:00,1
2019-09-15 19:16:00,2
2019-09-15 19:19:00,2
2019-09-15 19:21:00,1
2019-09-15 19:23:00,2
2019-09-15 19:24:00,2
2019-09-15 19:26:00,1
2019-09-15 19:28:00,2
2019-09-15 19:30:00,1
2019-09-15 19:31:00,1
2019-09-15 19:32:00,1
2019-09-15 19:33:00,1
2019-09-15 19:37:00,1
2019-09-15 19:38:00,1
2019-09-15 19:40:00,2
2019-09-15 19:44:00,2
2019-09-15 19:47:00,1
2019-09-15 19:48:00,1
2019-09-15 19:51:00,1
2019-09-15 19:52:00,1
2019-09-15 19:54:00,1
2019-09-15 19:56:00,1
2019-09-15 19:58:00,1
2019-09-15 20:00:00,1
2019-09-15 20:01:00,1
2019-09-15 20:04:00,1
2019-09-15 20:06:00,1
2019-09-15 20:11:00,2
2019-09-15 20:12:00,1
2019-09-15 20:16:00,2
2019-09-15 20:19:00,1
2019-09-15 20:21:00,1
2019-09-15 20:24:00,2
2019-09-15 20:25:00,2
2019-09-15 20:30:00,1
2019-09-15 20:31:00,2
2019-09-15 20:33:00,1
2019-09-15 20:34:00,1
2019-09-15 20:35:00,1
2019-09-15 20:39:00,3
2019-09-15 20:44:00,1
2019-09-15 20:45:00,1
2019-09-15 20:46:00,1
2019-09-15 20:47:00,2
2019-09-15 20:51:00,1
2019-09-15 20:53:00,1
2019-09-15 20:54:00,1
2019-09-15 20:59:00,2
2019-09-15 21:04:00,1
