761,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-09-15 00:45:00,1
2019-09-15 01:45:00,1
2019-09-15 02:29:00,1
2019-09-15 02:45:00,1
2019-09-15 02:51:00,1
2019-09-15 03:00:00,1
2019-09-15 03:27:00,1
2019-09-15 03:45:00,1
2019-09-15 04:07:00,9
2019-09-15 04:22:00,9
2019-09-15 04:24:00,9
2019-09-15 04:31:00,9
2019-09-15 04:33:00,27
2019-09-15 04:34:00,9
2019-09-15 04:36:00,9
2019-09-15 04:37:00,27
2019-09-15 04:40:00,9
2019-09-15 04:42:00,8
2019-09-15 04:43:00,1
2019-09-15 04:45:00,1
2019-09-15 04:50:00,9
2019-09-15 05:05:00,5
2019-09-15 05:06:00,13
2019-09-15 05:07:00,9
2019-09-15 05:13:00,9
2019-09-15 05:18:00,9
2019-09-15 05:45:00,1
2019-09-15 06:45:00,1
2019-09-15 07:45:00,1
2019-09-15 08:45:00,1
2019-09-15 09:45:00,1
2019-09-15 10:35:00,1
2019-09-15 10:40:00,1
2019-09-15 10:45:00,1
2019-09-15 10:52:00,1
2019-09-15 11:45:00,1
2019-09-15 12:35:00,1
2019-09-15 12:45:00,1
2019-09-15 13:28:00,9
2019-09-15 13:35:00,9
2019-09-15 13:47:00,1
2019-09-15 14:13:00,9
2019-09-15 14:48:00,1
2019-09-15 14:55:00,18
2019-09-15 15:20:00,9
2019-09-15 15:22:00,9
2019-09-15 15:32:00,9
2019-09-15 15:44:00,9
2019-09-15 15:45:00,1
2019-09-15 15:48:00,9
2019-09-15 16:04:00,3
2019-09-15 16:05:00,75
2019-09-15 16:06:00,94
2019-09-15 16:10:00,10
2019-09-15 16:11:00,144
2019-09-15 16:25:00,9
2019-09-15 16:45:00,1
2019-09-15 16:51:00,5
2019-09-15 16:52:00,4
2019-09-15 17:02:00,8
2019-09-15 17:03:00,14
2019-09-15 17:04:00,5
2019-09-15 17:15:00,1
2019-09-15 17:18:00,9
2019-09-15 17:20:00,3
2019-09-15 17:21:00,6
2019-09-15 17:24:00,8
2019-09-15 17:25:00,1
2019-09-15 17:26:00,9
2019-09-15 17:30:00,9
2019-09-15 17:31:00,9
2019-09-15 17:39:00,9
2019-09-15 17:45:00,1
2019-09-15 17:46:00,1
2019-09-15 17:49:00,9
2019-09-15 17:55:00,9
2019-09-15 18:45:00,1
2019-09-15 19:45:00,1
2019-09-15 19:49:00,6
2019-09-15 19:50:00,3
