12,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_i, type_i, psfMagErr_i FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-09-13 13:58:00,1
2019-09-13 14:04:00,1
2019-09-13 14:10:00,1
2019-09-13 15:46:00,1
2019-09-13 15:50:00,1
2019-09-13 15:52:00,1
2019-09-13 15:59:00,1
2019-09-13 16:02:00,1
2019-09-13 16:05:00,1
2019-09-13 16:10:00,1
2019-09-13 16:11:00,1
2019-09-13 16:16:00,1
