48,"SELECT ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM Star WHERE ra BETWEEN # AND # AND dec BETWEEN # and # AND g<#"
2019-09-13 14:12:00,1
2019-09-13 14:13:00,1
2019-09-13 14:17:00,1
2019-09-13 14:19:00,1
2019-09-13 14:20:00,1
2019-09-13 14:25:00,1
2019-09-13 14:28:00,2
2019-09-13 14:30:00,1
2019-09-13 14:31:00,1
2019-09-13 14:33:00,1
2019-09-13 14:35:00,1
2019-09-13 14:36:00,1
2019-09-13 14:41:00,1
2019-09-13 14:43:00,1
2019-09-13 14:46:00,1
2019-09-13 14:48:00,2
2019-09-13 14:49:00,1
2019-09-13 14:53:00,2
2019-09-13 14:55:00,1
2019-09-13 14:56:00,1
2019-09-13 14:57:00,1
2019-09-13 14:59:00,1
2019-09-13 15:02:00,1
2019-09-13 15:03:00,1
2019-09-13 15:05:00,1
2019-09-13 15:06:00,1
2019-09-13 15:08:00,1
2019-09-13 15:13:00,2
2019-09-13 15:14:00,1
2019-09-13 15:15:00,1
2019-09-13 15:16:00,1
2019-09-13 15:17:00,1
2019-09-13 15:19:00,1
2019-09-13 15:23:00,1
2019-09-13 15:26:00,1
2019-09-13 15:27:00,1
2019-09-13 15:28:00,1
2019-09-13 15:29:00,1
2019-09-13 15:30:00,1
2019-09-13 15:32:00,1
2019-09-13 15:34:00,1
2019-09-13 15:36:00,1
2019-09-13 15:39:00,1
2019-09-13 15:43:00,1
