23,select * from emissionLinesPort where specObjId=#
2019-09-13 03:34:00,1
2019-09-13 05:15:00,1
2019-09-13 05:57:00,1
2019-09-13 06:10:00,1
2019-09-13 08:50:00,1
2019-09-13 09:18:00,1
2019-09-13 09:25:00,1
2019-09-13 09:46:00,1
2019-09-13 10:21:00,1
2019-09-13 10:43:00,1
2019-09-13 10:59:00,1
2019-09-13 11:09:00,1
2019-09-13 12:35:00,1
2019-09-13 12:52:00,1
2019-09-13 12:56:00,1
2019-09-13 13:51:00,1
2019-09-13 15:12:00,1
2019-09-13 17:20:00,1
2019-09-13 18:29:00,1
2019-09-13 18:33:00,1
2019-09-13 18:47:00,1
2019-09-13 22:35:00,1
2019-09-13 22:45:00,1
