23,select * from sppParams where specObjId=#
2019-09-13 00:21:00,1
2019-09-13 00:23:00,1
2019-09-13 01:05:00,1
2019-09-13 01:06:00,1
2019-09-13 01:38:00,1
2019-09-13 02:41:00,1
2019-09-13 05:04:00,1
2019-09-13 06:58:00,1
2019-09-13 07:18:00,1
2019-09-13 09:17:00,1
2019-09-13 09:27:00,1
2019-09-13 09:41:00,1
2019-09-13 09:47:00,1
2019-09-13 10:00:00,1
2019-09-13 12:10:00,1
2019-09-13 12:11:00,1
2019-09-13 12:15:00,1
2019-09-13 12:52:00,1
2019-09-13 14:35:00,1
2019-09-13 15:32:00,1
2019-09-13 17:10:00,1
2019-09-13 17:32:00,1
2019-09-13 19:26:00,1
