26,select * from SpecLineIndex where specObjId=#
2019-09-13 00:16:00,1
2019-09-13 01:31:00,1
2019-09-13 02:39:00,1
2019-09-13 02:50:00,1
2019-09-13 02:52:00,2
2019-09-13 03:01:00,1
2019-09-13 05:09:00,1
2019-09-13 05:39:00,1
2019-09-13 06:01:00,1
2019-09-13 09:28:00,1
2019-09-13 10:22:00,1
2019-09-13 11:17:00,1
2019-09-13 11:43:00,1
2019-09-13 14:00:00,1
2019-09-13 15:21:00,1
2019-09-13 15:58:00,1
2019-09-13 17:16:00,1
2019-09-13 17:23:00,2
2019-09-13 17:26:00,1
2019-09-13 17:55:00,1
2019-09-13 20:33:00,1
2019-09-13 21:33:00,1
2019-09-13 21:46:00,1
2019-09-13 22:40:00,1
