22,select * from stellarMassStarformingPort where specObjId=#
2019-09-13 01:33:00,1
2019-09-13 01:36:00,1
2019-09-13 03:35:00,1
2019-09-13 06:23:00,1
2019-09-13 06:38:00,1
2019-09-13 06:50:00,1
2019-09-13 07:05:00,1
2019-09-13 07:19:00,1
2019-09-13 08:35:00,1
2019-09-13 09:34:00,1
2019-09-13 09:47:00,1
2019-09-13 10:09:00,1
2019-09-13 10:41:00,1
2019-09-13 10:50:00,1
2019-09-13 12:14:00,1
2019-09-13 12:34:00,1
2019-09-13 13:26:00,1
2019-09-13 14:46:00,1
2019-09-13 15:07:00,1
2019-09-13 15:22:00,1
2019-09-13 15:48:00,1
2019-09-13 21:07:00,1
