5,"SELECT ra,dec,z FROM SpecObj WHERE ra ># and ra <# AND dec >#and dec <# And class=&&&"
2019-09-13 02:23:00,1
2019-09-13 03:32:00,1
2019-09-13 03:34:00,1
2019-09-13 03:46:00,1
2019-09-13 03:48:00,1
