23,select * from stellarMassPCAWiscBC0# where specObjId=#
2019-09-13 00:18:00,1
2019-09-13 02:40:00,1
2019-09-13 03:26:00,1
2019-09-13 03:46:00,1
2019-09-13 04:35:00,1
2019-09-13 07:10:00,1
2019-09-13 07:54:00,1
2019-09-13 08:59:00,1
2019-09-13 09:31:00,1
2019-09-13 09:47:00,1
2019-09-13 10:40:00,1
2019-09-13 11:53:00,1
2019-09-13 13:40:00,1
2019-09-13 13:49:00,1
2019-09-13 13:55:00,1
2019-09-13 14:03:00,1
2019-09-13 14:47:00,1
2019-09-13 15:23:00,2
2019-09-13 16:44:00,1
2019-09-13 17:50:00,1
2019-09-13 17:55:00,1
2019-09-13 18:43:00,1
