29,select * from stellarMassFSPSGranWideDust where specObjId=#
2019-09-13 00:43:00,1
2019-09-13 01:32:00,1
2019-09-13 03:57:00,1
2019-09-13 04:01:00,1
2019-09-13 05:32:00,1
2019-09-13 05:45:00,1
2019-09-13 06:42:00,1
2019-09-13 07:12:00,1
2019-09-13 07:33:00,1
2019-09-13 07:38:00,1
2019-09-13 08:14:00,1
2019-09-13 09:43:00,1
2019-09-13 09:47:00,1
2019-09-13 10:17:00,1
2019-09-13 11:02:00,1
2019-09-13 11:09:00,1
2019-09-13 12:11:00,1
2019-09-13 12:23:00,1
2019-09-13 12:28:00,1
2019-09-13 12:43:00,1
2019-09-13 13:31:00,1
2019-09-13 13:59:00,1
2019-09-13 14:06:00,1
2019-09-13 14:19:00,1
2019-09-13 15:22:00,1
2019-09-13 15:33:00,1
2019-09-13 15:44:00,1
2019-09-13 16:57:00,1
2019-09-13 18:36:00,1
