30,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-09-13 07:34:00,1
2019-09-13 08:56:00,1
2019-09-13 13:08:00,1
2019-09-13 15:35:00,1
2019-09-13 15:36:00,2
2019-09-13 15:39:00,1
2019-09-13 15:43:00,1
2019-09-13 15:44:00,1
2019-09-13 15:45:00,1
2019-09-13 15:57:00,1
2019-09-13 15:58:00,1
2019-09-13 15:59:00,1
2019-09-13 16:00:00,1
2019-09-13 16:02:00,2
2019-09-13 16:06:00,8
2019-09-13 16:46:00,1
2019-09-13 16:53:00,1
2019-09-13 17:37:00,2
2019-09-13 18:41:00,1
2019-09-13 22:34:00,1
