5,"SELECT TOP # G.objID, GN.distance, G.z, G.ra, G.dec FROM Galaxy as G JOIN dbo.fGetNearbyObjEq(#,#, #) AS GN ON G.objID = GN.objID WHERE z >#and z <# ORDER BY distance"
2019-09-13 23:25:00,2
2019-09-13 23:26:00,1
2019-09-13 23:27:00,1
2019-09-13 23:28:00,1
