417,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-19 12:34:00,39
2019-05-19 12:35:00,45
2019-05-19 12:38:00,11
2019-05-19 12:39:00,19
2019-05-19 12:40:00,24
2019-05-19 12:50:00,10
2019-05-19 12:54:00,52
2019-05-19 13:04:00,12
2019-05-19 13:15:00,4
2019-05-19 13:16:00,21
2019-05-19 13:17:00,14
2019-05-19 13:26:00,9
2019-05-19 13:30:00,25
2019-05-19 13:40:00,11
2019-05-19 13:44:00,37
2019-05-19 13:45:00,13
2019-05-19 13:51:00,20
2019-05-19 14:04:00,39
2019-05-19 14:09:00,4
2019-05-19 14:13:00,8
