103,select * from sppLines where specObjId=#
2019-05-19 00:11:00,1
2019-05-19 00:23:00,1
2019-05-19 00:52:00,1
2019-05-19 11:21:00,1
2019-05-19 12:17:00,1
2019-05-19 16:25:00,1
2019-05-19 18:44:00,1
2019-05-19 18:45:00,1
2019-05-19 18:47:00,1
2019-05-19 18:48:00,1
2019-05-19 18:50:00,1
2019-05-19 18:52:00,1
2019-05-19 18:54:00,1
2019-05-19 18:55:00,1
2019-05-19 18:57:00,1
2019-05-19 18:59:00,1
2019-05-19 19:01:00,1
2019-05-19 19:03:00,1
2019-05-19 19:04:00,1
2019-05-19 19:06:00,1
2019-05-19 19:07:00,1
2019-05-19 19:10:00,1
2019-05-19 19:11:00,1
2019-05-19 19:13:00,1
2019-05-19 19:14:00,1
2019-05-19 19:16:00,1
2019-05-19 19:17:00,1
2019-05-19 19:19:00,1
2019-05-19 19:21:00,1
2019-05-19 19:22:00,1
2019-05-19 19:24:00,1
2019-05-19 19:25:00,1
2019-05-19 19:27:00,1
2019-05-19 19:29:00,1
2019-05-19 19:30:00,1
2019-05-19 19:32:00,1
2019-05-19 19:33:00,1
2019-05-19 19:35:00,1
2019-05-19 19:37:00,1
2019-05-19 19:39:00,1
2019-05-19 19:41:00,1
2019-05-19 19:42:00,1
2019-05-19 19:43:00,1
2019-05-19 19:45:00,1
2019-05-19 19:47:00,1
2019-05-19 19:48:00,1
2019-05-19 19:50:00,1
2019-05-19 19:51:00,1
2019-05-19 19:52:00,6
2019-05-19 19:53:00,1
2019-05-19 19:54:00,1
2019-05-19 19:56:00,1
2019-05-19 19:58:00,1
2019-05-19 20:00:00,1
2019-05-19 20:02:00,1
2019-05-19 20:03:00,1
2019-05-19 20:05:00,1
2019-05-19 20:06:00,1
2019-05-19 20:08:00,1
2019-05-19 20:09:00,1
2019-05-19 20:11:00,1
2019-05-19 20:12:00,1
2019-05-19 20:14:00,1
2019-05-19 20:16:00,1
2019-05-19 20:17:00,1
2019-05-19 20:19:00,1
2019-05-19 20:21:00,1
2019-05-19 20:22:00,2
2019-05-19 20:24:00,1
2019-05-19 20:26:00,1
2019-05-19 20:27:00,1
2019-05-19 20:29:00,1
2019-05-19 20:30:00,1
2019-05-19 20:32:00,1
2019-05-19 20:34:00,1
2019-05-19 20:36:00,1
2019-05-19 20:37:00,1
2019-05-19 20:39:00,1
2019-05-19 20:40:00,1
2019-05-19 20:42:00,1
2019-05-19 20:43:00,1
2019-05-19 20:45:00,1
2019-05-19 20:46:00,1
2019-05-19 20:48:00,1
2019-05-19 20:49:00,1
2019-05-19 20:51:00,1
2019-05-19 20:52:00,1
2019-05-19 20:54:00,1
2019-05-19 20:56:00,1
2019-05-19 20:57:00,1
2019-05-19 20:58:00,1
2019-05-19 20:59:00,1
2019-05-19 21:01:00,1
2019-05-19 21:02:00,1
2019-05-19 21:03:00,1
2019-05-19 21:11:00,1
2019-05-19 21:25:00,1
