28,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-05-19 01:29:00,1
2019-05-19 04:09:00,2
2019-05-19 09:59:00,2
2019-05-19 10:01:00,2
2019-05-19 17:25:00,1
2019-05-19 17:26:00,1
2019-05-19 17:30:00,1
2019-05-19 17:31:00,1
2019-05-19 17:32:00,1
2019-05-19 17:33:00,1
2019-05-19 17:40:00,1
2019-05-19 17:42:00,1
2019-05-19 17:44:00,1
2019-05-19 17:48:00,1
2019-05-19 17:50:00,1
2019-05-19 17:51:00,1
2019-05-19 17:52:00,1
2019-05-19 17:54:00,1
2019-05-19 17:55:00,1
2019-05-19 17:57:00,1
2019-05-19 17:58:00,1
2019-05-19 21:31:00,4
