3,"select top # ra, dec, z, (# - #*log1#(spectroFlux_g)) from specobj where (ra between # and #) and (dec between # and #) and class = &&& and spectroFlux_g > #"
2019-08-29 21:08:00,1
2019-08-29 21:10:00,1
2019-08-29 21:11:00,1
