37,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-08-29 00:14:00,1
2019-08-29 01:04:00,1
2019-08-29 02:59:00,1
2019-08-29 04:29:00,1
2019-08-29 06:50:00,1
2019-08-29 07:19:00,1
2019-08-29 12:36:00,1
2019-08-29 15:51:00,9
2019-08-29 15:52:00,3
2019-08-29 15:53:00,1
2019-08-29 15:56:00,3
2019-08-29 15:58:00,1
2019-08-29 15:59:00,1
2019-08-29 16:07:00,1
2019-08-29 16:08:00,1
2019-08-29 16:45:00,1
2019-08-29 17:31:00,1
2019-08-29 19:19:00,1
2019-08-29 19:21:00,1
2019-08-29 19:23:00,1
2019-08-29 21:05:00,1
2019-08-29 21:47:00,1
2019-08-29 23:32:00,1
2019-08-29 23:36:00,1
2019-08-29 23:39:00,1
