230,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-08-29 07:35:00,1
2019-08-29 07:37:00,1
2019-08-29 07:55:00,1
2019-08-29 07:58:00,1
2019-08-29 08:09:00,1
2019-08-29 08:14:00,1
2019-08-29 08:19:00,1
2019-08-29 08:20:00,1
2019-08-29 08:22:00,1
2019-08-29 08:25:00,1
2019-08-29 08:26:00,2
2019-08-29 08:31:00,1
2019-08-29 08:33:00,1
2019-08-29 08:39:00,1
2019-08-29 08:50:00,1
2019-08-29 08:53:00,1
2019-08-29 08:55:00,1
2019-08-29 08:57:00,1
2019-08-29 08:58:00,1
2019-08-29 09:02:00,1
2019-08-29 09:05:00,1
2019-08-29 09:16:00,1
2019-08-29 09:23:00,1
2019-08-29 09:25:00,1
2019-08-29 09:27:00,1
2019-08-29 09:30:00,1
2019-08-29 09:36:00,1
2019-08-29 09:38:00,1
2019-08-29 09:39:00,1
2019-08-29 09:41:00,1
2019-08-29 09:44:00,1
2019-08-29 09:51:00,1
2019-08-29 09:52:00,1
2019-08-29 09:54:00,1
2019-08-29 09:56:00,1
2019-08-29 09:58:00,1
2019-08-29 10:00:00,1
2019-08-29 10:06:00,1
2019-08-29 10:07:00,1
2019-08-29 10:08:00,1
2019-08-29 10:14:00,1
2019-08-29 10:23:00,1
2019-08-29 10:27:00,1
2019-08-29 10:30:00,1
2019-08-29 10:31:00,1
2019-08-29 10:36:00,1
2019-08-29 10:37:00,1
2019-08-29 10:39:00,1
2019-08-29 10:44:00,1
2019-08-29 10:45:00,1
2019-08-29 10:48:00,1
2019-08-29 10:50:00,1
2019-08-29 10:54:00,1
2019-08-29 11:04:00,1
2019-08-29 11:07:00,1
2019-08-29 11:11:00,1
2019-08-29 11:16:00,1
2019-08-29 11:19:00,1
2019-08-29 11:23:00,1
2019-08-29 11:26:00,1
2019-08-29 11:27:00,1
2019-08-29 11:30:00,1
2019-08-29 11:33:00,1
2019-08-29 11:36:00,1
2019-08-29 11:42:00,1
2019-08-29 11:47:00,1
2019-08-29 11:50:00,1
2019-08-29 11:54:00,1
2019-08-29 11:57:00,1
2019-08-29 11:58:00,1
2019-08-29 11:59:00,1
2019-08-29 12:00:00,1
2019-08-29 12:02:00,1
2019-08-29 12:05:00,1
2019-08-29 12:08:00,1
2019-08-29 12:09:00,1
2019-08-29 12:13:00,1
2019-08-29 12:17:00,1
2019-08-29 12:23:00,1
2019-08-29 12:24:00,1
2019-08-29 12:26:00,2
2019-08-29 12:29:00,2
2019-08-29 12:30:00,1
2019-08-29 12:32:00,2
2019-08-29 12:33:00,1
2019-08-29 12:34:00,1
2019-08-29 12:37:00,1
2019-08-29 12:38:00,1
2019-08-29 12:39:00,1
2019-08-29 12:40:00,1
2019-08-29 12:41:00,2
2019-08-29 12:42:00,1
2019-08-29 12:44:00,1
2019-08-29 12:46:00,1
2019-08-29 12:47:00,1
2019-08-29 12:50:00,1
2019-08-29 12:51:00,1
2019-08-29 12:57:00,1
2019-08-29 12:59:00,1
2019-08-29 13:01:00,1
2019-08-29 13:05:00,1
2019-08-29 13:13:00,1
2019-08-29 13:14:00,1
2019-08-29 13:16:00,1
2019-08-29 13:18:00,1
2019-08-29 15:24:00,1
2019-08-29 15:29:00,1
2019-08-29 15:35:00,1
2019-08-29 15:46:00,1
2019-08-29 15:47:00,1
2019-08-29 15:54:00,1
2019-08-29 15:56:00,1
2019-08-29 16:06:00,1
2019-08-29 16:07:00,1
2019-08-29 16:09:00,1
2019-08-29 16:15:00,1
2019-08-29 16:16:00,1
2019-08-29 16:17:00,1
2019-08-29 16:18:00,1
2019-08-29 16:22:00,1
2019-08-29 16:27:00,1
2019-08-29 16:29:00,1
2019-08-29 16:30:00,1
2019-08-29 16:32:00,1
2019-08-29 16:33:00,1
2019-08-29 16:34:00,1
2019-08-29 16:40:00,1
2019-08-29 16:43:00,1
2019-08-29 16:44:00,1
2019-08-29 16:45:00,1
2019-08-29 16:46:00,1
2019-08-29 16:47:00,1
2019-08-29 16:49:00,1
2019-08-29 16:52:00,1
2019-08-29 16:58:00,1
2019-08-29 17:03:00,2
2019-08-29 17:06:00,1
2019-08-29 17:07:00,1
2019-08-29 17:10:00,1
2019-08-29 17:11:00,1
2019-08-29 17:16:00,1
2019-08-29 17:19:00,1
2019-08-29 17:21:00,1
2019-08-29 17:23:00,1
2019-08-29 17:28:00,1
2019-08-29 17:42:00,1
2019-08-29 17:43:00,1
2019-08-29 17:46:00,1
2019-08-29 17:49:00,1
2019-08-29 17:52:00,1
2019-08-29 19:50:00,1
2019-08-29 19:51:00,1
2019-08-29 19:54:00,1
2019-08-29 19:59:00,1
2019-08-29 20:03:00,1
2019-08-29 20:10:00,1
2019-08-29 20:14:00,1
2019-08-29 20:15:00,1
2019-08-29 20:20:00,1
2019-08-29 20:24:00,1
2019-08-29 20:33:00,1
2019-08-29 20:36:00,1
2019-08-29 20:44:00,1
2019-08-29 20:46:00,1
2019-08-29 20:52:00,1
2019-08-29 20:54:00,1
2019-08-29 20:55:00,1
2019-08-29 20:56:00,1
2019-08-29 21:04:00,1
2019-08-29 21:05:00,1
2019-08-29 21:07:00,1
2019-08-29 21:11:00,1
2019-08-29 21:15:00,1
2019-08-29 21:22:00,1
2019-08-29 21:23:00,1
2019-08-29 21:28:00,1
2019-08-29 21:29:00,1
2019-08-29 21:30:00,1
2019-08-29 21:36:00,1
2019-08-29 21:39:00,1
2019-08-29 21:41:00,1
2019-08-29 21:42:00,1
2019-08-29 21:44:00,1
2019-08-29 21:46:00,1
2019-08-29 21:47:00,1
2019-08-29 21:50:00,1
2019-08-29 21:52:00,1
2019-08-29 21:53:00,1
2019-08-29 21:54:00,1
2019-08-29 21:58:00,1
2019-08-29 22:05:00,1
2019-08-29 22:11:00,1
2019-08-29 22:16:00,1
2019-08-29 22:17:00,1
2019-08-29 22:21:00,1
2019-08-29 22:26:00,1
2019-08-29 22:28:00,1
2019-08-29 22:31:00,1
2019-08-29 22:33:00,1
2019-08-29 22:35:00,1
2019-08-29 22:37:00,1
2019-08-29 22:40:00,1
2019-08-29 22:42:00,1
2019-08-29 22:44:00,1
2019-08-29 22:49:00,1
2019-08-29 22:51:00,1
2019-08-29 23:04:00,1
2019-08-29 23:05:00,1
2019-08-29 23:12:00,1
2019-08-29 23:16:00,1
2019-08-29 23:18:00,1
2019-08-29 23:20:00,1
2019-08-29 23:23:00,1
2019-08-29 23:27:00,1
2019-08-29 23:28:00,1
2019-08-29 23:30:00,1
2019-08-29 23:31:00,1
2019-08-29 23:35:00,1
2019-08-29 23:40:00,1
2019-08-29 23:44:00,1
2019-08-29 23:48:00,1
2019-08-29 23:55:00,1
2019-08-29 23:58:00,1
2019-08-29 23:59:00,1
