68,select distinct parent from DBViewCols where viewname=&&&
2019-08-29 00:09:00,1
2019-08-29 01:40:00,1
2019-08-29 02:22:00,1
2019-08-29 02:47:00,1
2019-08-29 02:59:00,1
2019-08-29 04:50:00,1
2019-08-29 05:24:00,1
2019-08-29 05:47:00,1
2019-08-29 06:12:00,1
2019-08-29 07:02:00,1
2019-08-29 10:17:00,1
2019-08-29 13:02:00,1
2019-08-29 13:11:00,1
2019-08-29 13:12:00,1
2019-08-29 14:02:00,1
2019-08-29 14:17:00,1
2019-08-29 15:10:00,5
2019-08-29 16:15:00,1
2019-08-29 16:17:00,1
2019-08-29 16:18:00,4
2019-08-29 16:19:00,3
2019-08-29 16:20:00,5
2019-08-29 16:21:00,3
2019-08-29 16:22:00,4
2019-08-29 16:23:00,4
2019-08-29 16:24:00,4
2019-08-29 16:25:00,4
2019-08-29 16:26:00,3
2019-08-29 16:27:00,3
2019-08-29 16:28:00,2
2019-08-29 16:57:00,1
2019-08-29 17:13:00,1
2019-08-29 17:29:00,1
2019-08-29 17:35:00,1
2019-08-29 17:52:00,1
2019-08-29 21:45:00,1
