54,"SELECT objID, ra, dec, psfMag_r, psfMagErr_r,clean,type,mode FROM PhotoObj WHERE (ra between # and #) and (dec between # and #) and type=# and mode=# and (petroMag_r <= #)"
2019-08-29 21:27:00,2
2019-08-29 21:28:00,6
2019-08-29 21:29:00,6
2019-08-29 21:30:00,8
2019-08-29 21:31:00,2
2019-08-29 23:26:00,4
2019-08-29 23:27:00,8
2019-08-29 23:28:00,7
2019-08-29 23:29:00,8
2019-08-29 23:30:00,3
