106,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-08-29 00:18:00,1
2019-08-29 00:29:00,1
2019-08-29 01:19:00,2
2019-08-29 01:20:00,1
2019-08-29 01:21:00,1
2019-08-29 01:22:00,1
2019-08-29 01:25:00,1
2019-08-29 01:26:00,1
2019-08-29 01:29:00,1
2019-08-29 01:31:00,1
2019-08-29 01:32:00,2
2019-08-29 01:52:00,1
2019-08-29 01:53:00,1
2019-08-29 01:58:00,1
2019-08-29 04:00:00,1
2019-08-29 04:19:00,1
2019-08-29 04:28:00,1
2019-08-29 04:29:00,1
2019-08-29 04:36:00,1
2019-08-29 05:32:00,1
2019-08-29 05:33:00,1
2019-08-29 08:08:00,1
2019-08-29 08:14:00,1
2019-08-29 08:35:00,1
2019-08-29 08:36:00,1
2019-08-29 08:37:00,1
2019-08-29 08:43:00,1
2019-08-29 08:47:00,1
2019-08-29 08:51:00,1
2019-08-29 08:55:00,1
2019-08-29 08:59:00,1
2019-08-29 09:09:00,1
2019-08-29 09:33:00,1
2019-08-29 09:34:00,1
2019-08-29 09:50:00,1
2019-08-29 10:00:00,3
2019-08-29 13:23:00,1
2019-08-29 13:27:00,1
2019-08-29 13:28:00,1
2019-08-29 13:51:00,1
2019-08-29 14:40:00,1
2019-08-29 14:48:00,1
2019-08-29 14:52:00,1
2019-08-29 14:54:00,1
2019-08-29 14:57:00,1
2019-08-29 15:06:00,2
2019-08-29 15:07:00,1
2019-08-29 15:21:00,1
2019-08-29 15:27:00,1
2019-08-29 15:33:00,1
2019-08-29 15:37:00,1
2019-08-29 16:14:00,1
2019-08-29 16:15:00,1
2019-08-29 16:29:00,2
2019-08-29 16:35:00,1
2019-08-29 18:43:00,1
2019-08-29 19:01:00,1
2019-08-29 19:02:00,1
2019-08-29 19:03:00,1
2019-08-29 19:12:00,1
2019-08-29 19:20:00,1
2019-08-29 19:40:00,1
2019-08-29 20:12:00,1
2019-08-29 20:16:00,1
2019-08-29 20:17:00,1
2019-08-29 20:20:00,1
2019-08-29 20:30:00,1
2019-08-29 21:04:00,1
2019-08-29 21:17:00,1
2019-08-29 21:58:00,1
2019-08-29 21:59:00,1
2019-08-29 22:02:00,2
2019-08-29 22:03:00,1
2019-08-29 22:04:00,2
2019-08-29 22:10:00,2
2019-08-29 22:13:00,1
2019-08-29 22:14:00,2
2019-08-29 22:16:00,1
2019-08-29 22:19:00,1
2019-08-29 22:20:00,1
2019-08-29 22:23:00,1
2019-08-29 22:24:00,1
2019-08-29 22:29:00,1
2019-08-29 22:31:00,1
2019-08-29 22:32:00,1
2019-08-29 22:37:00,1
2019-08-29 22:40:00,1
2019-08-29 22:43:00,2
2019-08-29 22:47:00,1
2019-08-29 22:48:00,1
2019-08-29 22:51:00,2
2019-08-29 22:54:00,1
2019-08-29 22:55:00,1
2019-08-29 23:12:00,1
