727,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-08-29 12:32:00,2
2019-08-29 12:33:00,7
2019-08-29 12:34:00,6
2019-08-29 12:35:00,7
2019-08-29 12:36:00,6
2019-08-29 12:37:00,6
2019-08-29 12:38:00,7
2019-08-29 12:39:00,6
2019-08-29 12:40:00,6
2019-08-29 12:41:00,7
2019-08-29 12:42:00,7
2019-08-29 12:43:00,7
2019-08-29 12:44:00,7
2019-08-29 12:45:00,7
2019-08-29 12:46:00,7
2019-08-29 12:47:00,6
2019-08-29 12:48:00,8
2019-08-29 12:49:00,7
2019-08-29 12:50:00,7
2019-08-29 12:51:00,7
2019-08-29 12:52:00,8
2019-08-29 12:53:00,6
2019-08-29 12:54:00,7
2019-08-29 12:55:00,7
2019-08-29 12:56:00,7
2019-08-29 12:57:00,7
2019-08-29 12:58:00,7
2019-08-29 12:59:00,7
2019-08-29 13:00:00,8
2019-08-29 13:01:00,7
2019-08-29 13:02:00,7
2019-08-29 13:03:00,8
2019-08-29 13:04:00,6
2019-08-29 13:05:00,7
2019-08-29 13:06:00,6
2019-08-29 13:07:00,6
2019-08-29 13:08:00,6
2019-08-29 13:09:00,7
2019-08-29 13:10:00,6
2019-08-29 13:11:00,6
2019-08-29 13:12:00,7
2019-08-29 13:13:00,6
2019-08-29 13:14:00,5
2019-08-29 13:15:00,4
2019-08-29 13:16:00,5
2019-08-29 13:17:00,6
2019-08-29 13:18:00,6
2019-08-29 13:19:00,7
2019-08-29 13:20:00,6
2019-08-29 13:21:00,6
2019-08-29 13:22:00,7
2019-08-29 13:23:00,7
2019-08-29 13:24:00,7
2019-08-29 13:25:00,8
2019-08-29 13:26:00,7
2019-08-29 13:27:00,5
2019-08-29 13:28:00,8
2019-08-29 13:29:00,7
2019-08-29 13:30:00,7
2019-08-29 13:31:00,7
2019-08-29 13:32:00,6
2019-08-29 13:33:00,8
2019-08-29 13:34:00,7
2019-08-29 13:35:00,7
2019-08-29 13:36:00,7
2019-08-29 13:37:00,6
2019-08-29 13:38:00,7
2019-08-29 13:39:00,6
2019-08-29 13:40:00,7
2019-08-29 13:41:00,7
2019-08-29 13:42:00,6
2019-08-29 13:43:00,7
2019-08-29 13:44:00,4
2019-08-29 13:49:00,1
2019-08-29 13:53:00,1
2019-08-29 13:54:00,7
2019-08-29 13:55:00,7
2019-08-29 13:56:00,7
2019-08-29 13:57:00,8
2019-08-29 13:58:00,7
2019-08-29 13:59:00,7
2019-08-29 14:00:00,8
2019-08-29 14:01:00,7
2019-08-29 14:02:00,7
2019-08-29 14:03:00,7
2019-08-29 14:04:00,8
2019-08-29 14:05:00,7
2019-08-29 14:06:00,5
2019-08-29 14:07:00,6
2019-08-29 14:08:00,7
2019-08-29 14:09:00,6
2019-08-29 14:10:00,7
2019-08-29 14:11:00,6
2019-08-29 14:12:00,7
2019-08-29 14:13:00,6
2019-08-29 14:14:00,6
2019-08-29 14:15:00,7
2019-08-29 14:16:00,6
2019-08-29 14:17:00,6
2019-08-29 14:18:00,6
2019-08-29 14:19:00,6
2019-08-29 14:20:00,6
2019-08-29 14:21:00,5
2019-08-29 14:22:00,8
2019-08-29 14:23:00,7
2019-08-29 14:24:00,8
2019-08-29 14:25:00,6
2019-08-29 14:26:00,7
2019-08-29 14:27:00,7
2019-08-29 14:28:00,7
2019-08-29 14:29:00,6
2019-08-29 14:30:00,2
2019-08-29 15:58:00,1
2019-08-29 16:04:00,1
2019-08-29 16:05:00,1
