8,"SELECT TOP # z, ra, dec,   logMass, logMass_median, logMass_err, t_age --INTO MyDB.tmp_#_# FROM stellarMassFSPSGranWideDust WHERE   z > #   AND z < #"
2019-08-29 12:59:00,2
2019-08-29 13:03:00,1
2019-08-29 13:04:00,2
2019-08-29 13:05:00,1
2019-08-29 13:10:00,2
