10,SELECT * FROM WISE_AGN_R9#_ptsrc_VIZIER1#_SDSSDR1#_#as
2019-08-29 12:48:00,2
2019-08-29 12:49:00,3
2019-08-29 12:50:00,2
2019-08-29 12:51:00,2
2019-08-29 12:52:00,1
