10,SELECT * FROM WISE_AGN_R9#_ptsrc_VIZIER2#_SDSSTwomass_#as
2019-08-29 15:04:00,1
2019-08-29 15:05:00,1
2019-08-29 15:08:00,2
2019-08-29 15:09:00,1
2019-08-29 15:10:00,2
2019-08-29 15:11:00,2
2019-08-29 15:12:00,1
