318,select * from fDocFunctionParams(&&&)
2019-08-29 00:23:00,1
2019-08-29 00:54:00,1
2019-08-29 01:15:00,1
2019-08-29 02:08:00,1
2019-08-29 02:37:00,1
2019-08-29 02:48:00,1
2019-08-29 02:49:00,1
2019-08-29 03:31:00,1
2019-08-29 05:00:00,1
2019-08-29 05:59:00,1
2019-08-29 06:45:00,1
2019-08-29 07:10:00,1
2019-08-29 07:40:00,1
2019-08-29 08:03:00,1
2019-08-29 08:04:00,1
2019-08-29 08:22:00,1
2019-08-29 08:50:00,1
2019-08-29 08:52:00,1
2019-08-29 08:54:00,1
2019-08-29 09:00:00,1
2019-08-29 09:44:00,1
2019-08-29 10:49:00,1
2019-08-29 10:55:00,1
2019-08-29 11:32:00,1
2019-08-29 13:40:00,1
2019-08-29 14:14:00,1
2019-08-29 14:15:00,1
2019-08-29 16:29:00,6
2019-08-29 16:30:00,7
2019-08-29 16:31:00,7
2019-08-29 16:32:00,8
2019-08-29 16:33:00,6
2019-08-29 16:34:00,5
2019-08-29 16:35:00,6
2019-08-29 16:36:00,7
2019-08-29 16:37:00,5
2019-08-29 16:38:00,7
2019-08-29 16:39:00,5
2019-08-29 16:40:00,7
2019-08-29 16:41:00,6
2019-08-29 16:42:00,7
2019-08-29 16:43:00,7
2019-08-29 16:44:00,7
2019-08-29 16:45:00,7
2019-08-29 16:46:00,9
2019-08-29 16:47:00,8
2019-08-29 16:48:00,4
2019-08-29 16:49:00,7
2019-08-29 16:50:00,8
2019-08-29 16:51:00,7
2019-08-29 16:52:00,6
2019-08-29 16:53:00,7
2019-08-29 16:54:00,7
2019-08-29 16:55:00,6
2019-08-29 16:56:00,7
2019-08-29 16:57:00,5
2019-08-29 16:58:00,8
2019-08-29 16:59:00,3
2019-08-29 17:00:00,5
2019-08-29 17:01:00,8
2019-08-29 17:02:00,6
2019-08-29 17:03:00,7
2019-08-29 17:04:00,4
2019-08-29 17:13:00,2
2019-08-29 17:14:00,1
2019-08-29 17:38:00,1
2019-08-29 19:42:00,1
2019-08-29 19:43:00,1
2019-08-29 19:44:00,9
2019-08-29 19:45:00,2
2019-08-29 19:52:00,1
2019-08-29 19:53:00,11
2019-08-29 19:54:00,1
2019-08-29 20:32:00,1
2019-08-29 21:16:00,1
2019-08-29 21:17:00,1
2019-08-29 21:45:00,1
2019-08-29 21:56:00,1
2019-08-29 23:14:00,9
2019-08-29 23:15:00,3
2019-08-29 23:24:00,9
2019-08-29 23:25:00,3
