137,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-08-29 00:45:00,1
2019-08-29 01:46:00,1
2019-08-29 02:46:00,1
2019-08-29 03:46:00,1
2019-08-29 04:45:00,1
2019-08-29 05:46:00,1
2019-08-29 06:45:00,1
2019-08-29 07:28:00,9
2019-08-29 07:30:00,9
2019-08-29 07:45:00,1
2019-08-29 08:45:00,1
2019-08-29 09:39:00,9
2019-08-29 09:45:00,1
2019-08-29 10:11:00,9
2019-08-29 10:45:00,1
2019-08-29 11:45:00,1
2019-08-29 12:45:00,1
2019-08-29 13:20:00,1
2019-08-29 13:45:00,1
2019-08-29 14:02:00,18
2019-08-29 14:06:00,8
2019-08-29 14:07:00,1
2019-08-29 14:45:00,1
2019-08-29 14:54:00,9
2019-08-29 15:10:00,14
2019-08-29 15:45:00,1
2019-08-29 16:45:00,1
2019-08-29 17:45:00,1
2019-08-29 17:50:00,1
2019-08-29 17:54:00,9
2019-08-29 18:45:00,1
2019-08-29 18:54:00,9
2019-08-29 19:45:00,1
2019-08-29 19:54:00,6
2019-08-29 19:55:00,1
2019-08-29 20:06:00,4
