7,"SELECT all   p.objid,p.ra,p.dec,p.flags,p.type,   p.modelFlux_u,p.modelFlux_g,p.modelFlux_r,p.modelFlux_i,p.modelFlux_z,    p.modelFluxIvar_u,p.modelFluxIvar_g,p.modelFluxIvar_r,p.modelFluxIvar_i,p.modelFluxIvar_z,   p.psfFlux_u,p.psfFlux_g,p.psfFlux_r,p.psfFlux_i,p.psfFlux_z,   p.psfFluxIvar_u,p.psfFluxIvar_g,p.psfFluxIvar_r,p.psfFluxIvar_i,p.psfFluxIvar_z,   p.petroFlux_u,p.petroFlux_g,p.petroFlux_r,p.petroFlux_i,p.petroFlux_z,   p.petroFluxIvar_u,p.petroFluxIvar_g,p.petroFluxIvar_r,p.petroFluxIvar_i,p.petroFluxIvar_z,   p.extinction_u,p.extinction_g,p.extinction_r,p.extinction_i,p.extinction_z,   p.lnLStar_u,p.lnLStar_g,p.lnLStar_r,p.lnLStar_i,p.lnLStar_z,   p.lnLExp_u,p.lnLExp_g,p.lnLExp_r,p.lnLExp_i,p.lnLExp_z,   p.lnLDeV_u,p.lnLDeV_g,p.lnLDeV_r,p.lnLDeV_i,p.lnLDeV_z,   p.flags_u,p.flags_g,p.flags_r,p.flags_i,p.flags_z into mydb.AntiPodes  from PhotoObj as p  where   (p.type = # or p.type = # or p.type = #)   and p.mode = #    and abs(# * cx - # * cy - # * cz) <= #   and abs(# * cx - # * cy - # * cz) > #"
2019-09-09 00:02:00,1
2019-09-09 00:24:00,1
2019-09-09 01:18:00,1
2019-09-09 01:19:00,1
2019-09-09 01:28:00,1
2019-09-09 01:32:00,1
2019-09-09 01:38:00,1
