124,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-09-09 16:04:00,4
2019-09-09 16:29:00,7
2019-09-09 16:30:00,6
2019-09-09 16:31:00,6
2019-09-09 16:32:00,7
2019-09-09 16:35:00,15
2019-09-09 16:36:00,5
2019-09-09 20:00:00,10
2019-09-09 20:01:00,8
2019-09-09 23:02:00,12
2019-09-09 23:03:00,2
2019-09-09 23:07:00,16
2019-09-09 23:09:00,1
2019-09-09 23:15:00,1
2019-09-09 23:16:00,2
2019-09-09 23:18:00,1
2019-09-09 23:19:00,2
2019-09-09 23:32:00,17
2019-09-09 23:33:00,2
