882,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-09-09 00:06:00,1
2019-09-09 00:11:00,1
2019-09-09 00:13:00,1
2019-09-09 00:17:00,1
2019-09-09 00:18:00,1
2019-09-09 00:21:00,1
2019-09-09 00:22:00,1
2019-09-09 00:24:00,1
2019-09-09 00:30:00,1
2019-09-09 00:33:00,1
2019-09-09 00:39:00,1
2019-09-09 00:41:00,1
2019-09-09 00:42:00,1
2019-09-09 00:47:00,1
2019-09-09 00:48:00,1
2019-09-09 00:49:00,1
2019-09-09 00:50:00,1
2019-09-09 00:51:00,1
2019-09-09 00:52:00,1
2019-09-09 00:53:00,1
2019-09-09 00:59:00,1
2019-09-09 01:00:00,1
2019-09-09 01:02:00,1
2019-09-09 01:07:00,1
2019-09-09 01:10:00,1
2019-09-09 01:11:00,1
2019-09-09 01:13:00,1
2019-09-09 01:15:00,2
2019-09-09 01:18:00,1
2019-09-09 01:19:00,1
2019-09-09 01:25:00,1
2019-09-09 01:28:00,1
2019-09-09 01:30:00,1
2019-09-09 01:31:00,1
2019-09-09 01:32:00,2
2019-09-09 01:33:00,1
2019-09-09 01:35:00,1
2019-09-09 01:37:00,1
2019-09-09 01:39:00,1
2019-09-09 01:44:00,2
2019-09-09 01:45:00,1
2019-09-09 01:47:00,2
2019-09-09 01:48:00,1
2019-09-09 01:50:00,1
2019-09-09 01:55:00,1
2019-09-09 02:00:00,2
2019-09-09 02:01:00,1
2019-09-09 02:03:00,1
2019-09-09 02:08:00,1
2019-09-09 02:10:00,1
2019-09-09 02:11:00,1
2019-09-09 02:12:00,1
2019-09-09 02:17:00,1
2019-09-09 02:19:00,2
2019-09-09 02:24:00,1
2019-09-09 02:27:00,1
2019-09-09 02:31:00,1
2019-09-09 02:33:00,1
2019-09-09 02:38:00,1
2019-09-09 02:40:00,1
2019-09-09 02:41:00,1
2019-09-09 02:43:00,1
2019-09-09 02:45:00,1
2019-09-09 02:46:00,1
2019-09-09 02:47:00,1
2019-09-09 02:52:00,1
2019-09-09 02:54:00,1
2019-09-09 02:56:00,1
2019-09-09 02:57:00,1
2019-09-09 02:58:00,1
2019-09-09 02:59:00,1
2019-09-09 03:00:00,1
2019-09-09 03:05:00,1
2019-09-09 03:07:00,1
2019-09-09 03:08:00,1
2019-09-09 03:10:00,1
2019-09-09 03:11:00,1
2019-09-09 03:12:00,1
2019-09-09 03:14:00,4
2019-09-09 03:16:00,3
2019-09-09 03:18:00,1
2019-09-09 03:19:00,1
2019-09-09 03:20:00,1
2019-09-09 03:22:00,1
2019-09-09 03:23:00,1
2019-09-09 03:24:00,1
2019-09-09 03:25:00,2
2019-09-09 03:27:00,1
2019-09-09 03:31:00,1
2019-09-09 03:32:00,2
2019-09-09 03:33:00,1
2019-09-09 03:34:00,1
2019-09-09 03:35:00,1
2019-09-09 03:37:00,1
2019-09-09 03:40:00,1
2019-09-09 03:42:00,1
2019-09-09 03:44:00,1
2019-09-09 03:45:00,1
2019-09-09 03:46:00,1
2019-09-09 03:48:00,1
2019-09-09 03:49:00,1
2019-09-09 03:50:00,1
2019-09-09 03:51:00,1
2019-09-09 03:52:00,1
2019-09-09 03:53:00,2
2019-09-09 03:54:00,1
2019-09-09 03:56:00,1
2019-09-09 03:57:00,1
2019-09-09 03:59:00,1
2019-09-09 04:01:00,1
2019-09-09 04:02:00,1
2019-09-09 04:03:00,1
2019-09-09 04:04:00,1
2019-09-09 04:07:00,1
2019-09-09 04:08:00,2
2019-09-09 04:09:00,1
2019-09-09 04:11:00,1
2019-09-09 04:12:00,1
2019-09-09 04:13:00,1
2019-09-09 04:14:00,1
2019-09-09 04:15:00,1
2019-09-09 04:16:00,3
2019-09-09 04:18:00,2
