1825,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-09-09 11:35:00,23
2019-09-09 11:36:00,18
2019-09-09 11:50:00,12
2019-09-09 14:35:00,1
2019-09-09 18:10:00,1
2019-09-09 19:50:00,28
2019-09-09 19:51:00,30
2019-09-09 19:52:00,30
2019-09-09 19:53:00,31
2019-09-09 19:54:00,31
2019-09-09 19:55:00,30
2019-09-09 19:56:00,33
2019-09-09 19:57:00,34
2019-09-09 19:58:00,31
2019-09-09 19:59:00,32
2019-09-09 20:00:00,33
2019-09-09 20:01:00,2
2019-09-09 20:05:00,32
2019-09-09 20:06:00,34
2019-09-09 20:07:00,37
2019-09-09 20:10:00,27
2019-09-09 20:11:00,30
2019-09-09 20:12:00,12
2019-09-09 20:15:00,22
2019-09-09 20:16:00,31
2019-09-09 20:17:00,30
2019-09-09 20:18:00,28
2019-09-09 20:19:00,29
2019-09-09 20:20:00,35
2019-09-09 20:21:00,30
2019-09-09 20:22:00,32
2019-09-09 20:23:00,7
2019-09-09 20:24:00,26
2019-09-09 20:25:00,17
2019-09-09 20:30:00,28
2019-09-09 20:31:00,2
2019-09-09 20:35:00,26
2019-09-09 20:36:00,31
2019-09-09 20:37:00,30
2019-09-09 20:38:00,31
2019-09-09 20:39:00,32
2019-09-09 20:40:00,33
2019-09-09 20:41:00,32
2019-09-09 20:42:00,30
2019-09-09 20:43:00,31
2019-09-09 20:44:00,30
2019-09-09 20:45:00,13
2019-09-09 20:50:00,33
2019-09-09 20:51:00,32
2019-09-09 20:52:00,27
2019-09-09 20:53:00,13
2019-09-09 20:55:00,23
2019-09-09 20:56:00,30
2019-09-09 20:57:00,32
2019-09-09 20:58:00,31
2019-09-09 20:59:00,32
2019-09-09 21:00:00,29
2019-09-09 21:05:00,27
2019-09-09 21:06:00,20
2019-09-09 21:07:00,32
2019-09-09 21:08:00,33
2019-09-09 21:09:00,40
2019-09-09 21:10:00,40
2019-09-09 21:11:00,6
2019-09-09 21:15:00,34
2019-09-09 21:16:00,36
2019-09-09 21:17:00,32
2019-09-09 21:18:00,32
2019-09-09 21:19:00,1
2019-09-09 23:35:00,2
