11,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-09-09 14:04:00,1
2019-09-09 14:09:00,1
2019-09-09 14:13:00,1
2019-09-09 14:16:00,1
2019-09-09 14:19:00,1
2019-09-09 14:23:00,1
2019-09-09 14:26:00,1
2019-09-09 14:31:00,1
2019-09-09 14:39:00,1
2019-09-09 14:44:00,1
2019-09-09 14:47:00,1
