14502,"SELECT  top # &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-09-09 00:00:00,23
2019-09-09 00:01:00,5
2019-09-09 00:02:00,12
2019-09-09 00:03:00,8
2019-09-09 00:05:00,5
2019-09-09 00:06:00,20
2019-09-09 00:08:00,10
2019-09-09 00:09:00,17
2019-09-09 00:10:00,25
2019-09-09 00:11:00,5
2019-09-09 00:12:00,13
2019-09-09 00:13:00,8
2019-09-09 00:15:00,5
2019-09-09 00:16:00,20
2019-09-09 00:18:00,9
2019-09-09 00:19:00,18
2019-09-09 00:20:00,23
2019-09-09 00:21:00,5
2019-09-09 00:22:00,13
2019-09-09 00:23:00,7
2019-09-09 00:24:00,1
2019-09-09 00:25:00,5
2019-09-09 00:26:00,20
2019-09-09 00:28:00,9
2019-09-09 00:29:00,18
2019-09-09 00:30:00,24
2019-09-09 00:31:00,5
2019-09-09 00:32:00,12
2019-09-09 00:33:00,7
2019-09-09 00:34:00,1
2019-09-09 00:35:00,5
2019-09-09 00:36:00,20
2019-09-09 00:38:00,9
2019-09-09 00:39:00,17
2019-09-09 00:40:00,25
2019-09-09 00:41:00,5
2019-09-09 00:42:00,12
2019-09-09 00:43:00,7
2019-09-09 00:44:00,1
2019-09-09 00:45:00,5
2019-09-09 00:46:00,20
2019-09-09 00:48:00,9
2019-09-09 00:49:00,17
2019-09-09 00:50:00,23
2019-09-09 00:51:00,5
2019-09-09 00:52:00,12
2019-09-09 00:53:00,7
2019-09-09 00:54:00,1
2019-09-09 00:55:00,5
2019-09-09 00:56:00,20
2019-09-09 00:58:00,11
2019-09-09 00:59:00,17
2019-09-09 01:00:00,23
2019-09-09 01:01:00,5
