417,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-09-09 00:02:00,1
2019-09-09 00:05:00,1
2019-09-09 00:07:00,1
2019-09-09 00:08:00,1
2019-09-09 00:09:00,1
2019-09-09 00:12:00,1
2019-09-09 00:14:00,1
2019-09-09 00:15:00,1
2019-09-09 00:17:00,1
2019-09-09 00:23:00,1
2019-09-09 00:26:00,1
2019-09-09 00:27:00,1
2019-09-09 00:29:00,1
2019-09-09 00:31:00,1
2019-09-09 00:37:00,1
2019-09-09 00:42:00,1
2019-09-09 00:43:00,1
2019-09-09 00:44:00,1
2019-09-09 00:48:00,1
2019-09-09 00:56:00,1
2019-09-09 01:02:00,1
2019-09-09 01:06:00,1
2019-09-09 01:07:00,1
2019-09-09 01:09:00,1
2019-09-09 01:14:00,1
2019-09-09 01:18:00,1
2019-09-09 01:21:00,1
2019-09-09 01:24:00,1
2019-09-09 01:27:00,1
2019-09-09 01:29:00,1
2019-09-09 01:31:00,1
2019-09-09 01:39:00,1
2019-09-09 01:41:00,1
2019-09-09 01:42:00,1
2019-09-09 01:47:00,1
2019-09-09 01:49:00,1
2019-09-09 01:50:00,1
2019-09-09 01:52:00,1
2019-09-09 01:58:00,1
2019-09-09 02:01:00,1
2019-09-09 02:02:00,1
2019-09-09 02:03:00,1
2019-09-09 02:04:00,1
2019-09-09 02:12:00,1
2019-09-09 02:15:00,1
2019-09-09 02:18:00,1
2019-09-09 02:25:00,1
2019-09-09 02:26:00,1
2019-09-09 02:27:00,1
2019-09-09 02:37:00,1
2019-09-09 02:40:00,1
2019-09-09 02:42:00,1
2019-09-09 02:46:00,1
2019-09-09 02:49:00,1
2019-09-09 02:52:00,1
2019-09-09 02:55:00,1
2019-09-09 03:01:00,1
2019-09-09 03:08:00,1
2019-09-09 03:13:00,1
2019-09-09 03:14:00,1
2019-09-09 03:19:00,1
2019-09-09 03:20:00,1
2019-09-09 03:21:00,1
2019-09-09 03:24:00,1
2019-09-09 03:30:00,1
2019-09-09 03:36:00,1
2019-09-09 03:39:00,1
2019-09-09 03:41:00,1
2019-09-09 03:42:00,1
2019-09-09 03:43:00,1
2019-09-09 03:45:00,1
2019-09-09 03:52:00,1
2019-09-09 03:53:00,1
2019-09-09 03:54:00,1
2019-09-09 03:57:00,1
2019-09-09 04:05:00,1
2019-09-09 04:07:00,1
2019-09-09 04:11:00,1
2019-09-09 04:18:00,1
2019-09-09 04:24:00,1
2019-09-09 04:25:00,1
2019-09-09 04:27:00,1
2019-09-09 04:30:00,1
2019-09-09 04:31:00,1
2019-09-09 04:33:00,1
2019-09-09 04:34:00,1
2019-09-09 04:38:00,1
2019-09-09 04:42:00,1
2019-09-09 04:43:00,1
2019-09-09 04:48:00,1
2019-09-09 04:50:00,1
2019-09-09 04:52:00,1
2019-09-09 04:56:00,1
2019-09-09 05:00:00,1
2019-09-09 05:02:00,1
2019-09-09 05:10:00,1
2019-09-09 05:11:00,1
2019-09-09 05:16:00,1
2019-09-09 05:17:00,1
2019-09-09 05:19:00,1
2019-09-09 05:28:00,1
2019-09-09 05:30:00,1
2019-09-09 05:33:00,1
2019-09-09 05:34:00,1
2019-09-09 05:35:00,1
2019-09-09 05:41:00,1
2019-09-09 05:46:00,1
2019-09-09 05:49:00,1
2019-09-09 05:55:00,1
2019-09-09 05:58:00,1
2019-09-09 06:04:00,1
2019-09-09 06:12:00,1
2019-09-09 06:13:00,1
2019-09-09 06:23:00,1
2019-09-09 06:25:00,1
2019-09-09 06:29:00,1
2019-09-09 06:30:00,1
2019-09-09 06:32:00,1
2019-09-09 06:34:00,1
2019-09-09 06:36:00,1
2019-09-09 06:40:00,1
2019-09-09 06:43:00,1
2019-09-09 06:49:00,1
2019-09-09 06:50:00,1
2019-09-09 06:55:00,1
2019-09-09 06:56:00,1
2019-09-09 07:00:00,1
2019-09-09 07:05:00,1
2019-09-09 07:07:00,1
2019-09-09 07:10:00,1
2019-09-09 07:11:00,1
2019-09-09 07:14:00,1
2019-09-09 07:18:00,1
2019-09-09 07:28:00,1
2019-09-09 07:32:00,1
2019-09-09 07:34:00,1
2019-09-09 07:41:00,1
2019-09-09 07:43:00,1
2019-09-09 07:44:00,1
2019-09-09 07:46:00,1
2019-09-09 07:50:00,1
2019-09-09 07:51:00,1
2019-09-09 07:53:00,1
2019-09-09 07:55:00,1
2019-09-09 07:57:00,1
2019-09-09 08:01:00,1
2019-09-09 08:05:00,1
2019-09-09 08:09:00,1
2019-09-09 08:10:00,1
2019-09-09 08:15:00,1
2019-09-09 08:16:00,1
2019-09-09 08:17:00,1
2019-09-09 08:19:00,1
2019-09-09 08:24:00,1
2019-09-09 08:26:00,1
2019-09-09 08:32:00,1
2019-09-09 08:45:00,1
2019-09-09 08:51:00,1
2019-09-09 08:52:00,1
2019-09-09 08:54:00,1
2019-09-09 08:55:00,1
2019-09-09 09:00:00,1
2019-09-09 09:04:00,1
2019-09-09 09:11:00,1
2019-09-09 09:15:00,1
2019-09-09 09:19:00,1
2019-09-09 09:22:00,1
2019-09-09 09:23:00,1
2019-09-09 09:24:00,1
2019-09-09 09:34:00,1
2019-09-09 09:41:00,1
2019-09-09 09:44:00,1
2019-09-09 09:48:00,1
2019-09-09 09:51:00,1
2019-09-09 09:55:00,1
2019-09-09 10:01:00,1
2019-09-09 10:03:00,1
2019-09-09 10:05:00,1
2019-09-09 10:09:00,1
2019-09-09 10:13:00,1
2019-09-09 10:14:00,1
2019-09-09 10:15:00,1
2019-09-09 10:17:00,1
2019-09-09 10:23:00,1
2019-09-09 10:25:00,1
2019-09-09 10:26:00,1
2019-09-09 10:39:00,1
2019-09-09 10:44:00,1
2019-09-09 10:52:00,1
2019-09-09 10:56:00,1
2019-09-09 11:01:00,1
2019-09-09 11:05:00,1
2019-09-09 11:06:00,1
2019-09-09 11:08:00,1
2019-09-09 11:10:00,1
2019-09-09 11:11:00,1
2019-09-09 11:12:00,1
2019-09-09 11:17:00,1
2019-09-09 11:18:00,1
2019-09-09 11:20:00,1
2019-09-09 11:22:00,1
2019-09-09 11:24:00,1
2019-09-09 11:26:00,1
2019-09-09 11:42:00,1
2019-09-09 11:43:00,1
2019-09-09 11:49:00,1
2019-09-09 11:50:00,1
2019-09-09 11:51:00,1
2019-09-09 11:56:00,1
2019-09-09 11:58:00,1
2019-09-09 11:59:00,1
2019-09-09 12:01:00,1
2019-09-09 12:02:00,1
2019-09-09 12:09:00,1
2019-09-09 12:23:00,1
2019-09-09 12:24:00,1
2019-09-09 12:27:00,1
2019-09-09 12:30:00,1
2019-09-09 12:32:00,1
2019-09-09 12:35:00,1
2019-09-09 12:37:00,1
2019-09-09 12:42:00,1
2019-09-09 12:46:00,1
2019-09-09 12:52:00,1
2019-09-09 12:59:00,1
2019-09-09 13:01:00,1
2019-09-09 13:02:00,1
2019-09-09 13:04:00,1
2019-09-09 13:06:00,1
2019-09-09 13:08:00,1
2019-09-09 13:09:00,1
2019-09-09 13:13:00,1
2019-09-09 13:18:00,1
2019-09-09 13:20:00,1
2019-09-09 13:30:00,1
2019-09-09 13:32:00,1
2019-09-09 13:34:00,1
2019-09-09 13:36:00,1
2019-09-09 13:37:00,1
2019-09-09 13:48:00,1
2019-09-09 13:51:00,1
2019-09-09 13:54:00,1
2019-09-09 13:55:00,1
2019-09-09 14:02:00,1
2019-09-09 14:04:00,1
2019-09-09 14:05:00,1
2019-09-09 14:10:00,1
2019-09-09 14:15:00,1
2019-09-09 14:21:00,1
2019-09-09 14:23:00,1
2019-09-09 14:26:00,1
2019-09-09 14:37:00,1
2019-09-09 14:41:00,1
2019-09-09 14:43:00,1
2019-09-09 14:44:00,1
2019-09-09 14:46:00,1
2019-09-09 14:48:00,1
2019-09-09 14:50:00,1
2019-09-09 14:52:00,1
2019-09-09 14:54:00,1
2019-09-09 15:00:00,1
2019-09-09 15:03:00,1
2019-09-09 15:07:00,1
2019-09-09 15:08:00,1
2019-09-09 15:10:00,1
2019-09-09 15:11:00,1
2019-09-09 15:20:00,1
2019-09-09 15:24:00,1
2019-09-09 15:31:00,1
2019-09-09 15:33:00,2
2019-09-09 15:35:00,1
2019-09-09 15:37:00,1
2019-09-09 15:39:00,1
2019-09-09 15:40:00,1
2019-09-09 15:41:00,1
2019-09-09 15:42:00,1
2019-09-09 15:44:00,1
2019-09-09 15:45:00,1
2019-09-09 15:47:00,1
2019-09-09 15:50:00,1
2019-09-09 15:51:00,1
2019-09-09 15:54:00,1
2019-09-09 15:56:00,1
2019-09-09 15:59:00,1
2019-09-09 16:00:00,1
2019-09-09 16:02:00,1
2019-09-09 16:06:00,1
2019-09-09 16:08:00,1
2019-09-09 16:09:00,1
2019-09-09 16:10:00,1
2019-09-09 16:20:00,1
2019-09-09 16:21:00,1
2019-09-09 16:24:00,1
2019-09-09 16:29:00,1
2019-09-09 16:30:00,1
2019-09-09 16:36:00,1
2019-09-09 16:43:00,1
2019-09-09 16:51:00,1
2019-09-09 16:54:00,1
2019-09-09 16:56:00,1
2019-09-09 16:59:00,1
2019-09-09 17:04:00,1
2019-09-09 17:07:00,1
2019-09-09 17:09:00,1
2019-09-09 17:15:00,1
2019-09-09 17:21:00,1
2019-09-09 17:25:00,1
2019-09-09 17:26:00,1
2019-09-09 17:32:00,1
2019-09-09 17:34:00,1
2019-09-09 17:39:00,1
2019-09-09 17:43:00,1
2019-09-09 17:45:00,1
2019-09-09 17:46:00,1
2019-09-09 17:48:00,1
2019-09-09 17:49:00,1
2019-09-09 17:55:00,1
2019-09-09 17:57:00,1
2019-09-09 18:00:00,1
2019-09-09 18:02:00,1
2019-09-09 18:09:00,1
2019-09-09 18:12:00,1
2019-09-09 18:13:00,1
2019-09-09 18:14:00,1
2019-09-09 18:19:00,1
2019-09-09 18:20:00,1
2019-09-09 18:23:00,1
2019-09-09 18:25:00,1
2019-09-09 18:27:00,1
2019-09-09 18:28:00,1
2019-09-09 18:36:00,1
2019-09-09 18:39:00,1
2019-09-09 18:41:00,1
2019-09-09 18:45:00,1
2019-09-09 18:47:00,1
2019-09-09 18:49:00,1
2019-09-09 18:50:00,1
2019-09-09 18:54:00,1
2019-09-09 18:55:00,1
2019-09-09 18:58:00,1
2019-09-09 19:05:00,1
2019-09-09 19:09:00,1
2019-09-09 19:15:00,1
2019-09-09 19:19:00,1
2019-09-09 19:21:00,1
2019-09-09 19:23:00,1
2019-09-09 19:25:00,1
2019-09-09 19:28:00,1
2019-09-09 19:34:00,1
2019-09-09 19:40:00,1
2019-09-09 19:58:00,1
2019-09-09 20:02:00,1
2019-09-09 20:05:00,1
2019-09-09 20:07:00,1
2019-09-09 20:10:00,1
2019-09-09 20:11:00,1
2019-09-09 20:13:00,1
2019-09-09 20:16:00,1
2019-09-09 20:18:00,1
2019-09-09 20:22:00,1
2019-09-09 20:27:00,1
2019-09-09 20:33:00,1
2019-09-09 20:36:00,1
2019-09-09 20:44:00,1
2019-09-09 20:50:00,1
2019-09-09 20:54:00,1
2019-09-09 20:55:00,1
2019-09-09 21:04:00,1
2019-09-09 21:13:00,1
2019-09-09 21:18:00,1
2019-09-09 21:19:00,1
2019-09-09 21:23:00,1
2019-09-09 21:24:00,1
2019-09-09 21:31:00,1
2019-09-09 21:34:00,1
2019-09-09 21:37:00,1
2019-09-09 21:40:00,1
2019-09-09 21:41:00,1
2019-09-09 21:42:00,1
2019-09-09 21:47:00,1
2019-09-09 21:48:00,1
2019-09-09 21:52:00,1
2019-09-09 21:57:00,1
2019-09-09 22:01:00,1
2019-09-09 22:04:00,1
2019-09-09 22:09:00,1
2019-09-09 22:12:00,1
2019-09-09 22:13:00,1
2019-09-09 22:18:00,1
2019-09-09 22:19:00,1
2019-09-09 22:20:00,1
2019-09-09 22:22:00,1
2019-09-09 22:26:00,1
2019-09-09 22:28:00,1
2019-09-09 22:33:00,1
2019-09-09 22:35:00,1
2019-09-09 22:37:00,1
2019-09-09 22:51:00,1
2019-09-09 22:52:00,1
2019-09-09 22:56:00,1
2019-09-09 22:59:00,1
2019-09-09 23:01:00,1
2019-09-09 23:08:00,1
2019-09-09 23:10:00,1
2019-09-09 23:11:00,1
2019-09-09 23:24:00,1
2019-09-09 23:25:00,1
2019-09-09 23:32:00,1
2019-09-09 23:35:00,1
2019-09-09 23:36:00,1
2019-09-09 23:41:00,1
2019-09-09 23:46:00,1
2019-09-09 23:49:00,1
2019-09-09 23:51:00,1
2019-09-09 23:53:00,1
2019-09-09 23:55:00,1
