498,"SELECT objID, ra, dec FROM Star WHERE (ra between # and #) and (dec between # and #)"
2019-02-22 21:08:00,96
2019-02-22 21:09:00,3
2019-02-22 21:10:00,92
2019-02-22 21:22:00,60
2019-02-22 21:23:00,4
2019-02-22 21:27:00,67
2019-02-22 21:28:00,2
2019-02-22 21:29:00,8
2019-02-22 21:33:00,142
2019-02-22 21:34:00,4
2019-02-22 21:36:00,16
2019-02-22 21:37:00,4
