18,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID AND p.u between # AND # AND p.g between # AND # AND p.i between # AND # AND p.r between # AND # AND p.z between # AND #"
2019-02-22 10:04:00,1
2019-02-22 15:04:00,1
2019-02-22 15:06:00,1
2019-02-22 15:08:00,1
2019-02-22 15:12:00,1
2019-02-22 15:15:00,1
2019-02-22 15:21:00,1
2019-02-22 15:23:00,1
2019-02-22 15:55:00,1
2019-02-22 15:57:00,1
2019-02-22 16:04:00,1
2019-02-22 16:07:00,1
2019-02-22 16:10:00,1
2019-02-22 16:26:00,1
2019-02-22 16:35:00,1
2019-02-22 16:40:00,1
2019-02-22 16:51:00,1
2019-02-22 16:54:00,1
