66,select * from galSpecLine where specObjId=#
2019-02-22 03:26:00,1
2019-02-22 04:36:00,1
2019-02-22 06:13:00,1
2019-02-22 06:14:00,1
2019-02-22 07:20:00,1
2019-02-22 07:38:00,1
2019-02-22 08:05:00,1
2019-02-22 08:42:00,1
2019-02-22 11:02:00,1
2019-02-22 11:30:00,9
2019-02-22 12:58:00,2
2019-02-22 14:50:00,1
2019-02-22 16:02:00,1
2019-02-22 17:27:00,1
2019-02-22 19:07:00,1
2019-02-22 19:24:00,1
2019-02-22 19:59:00,1
2019-02-22 20:07:00,16
2019-02-22 20:08:00,21
2019-02-22 20:21:00,1
2019-02-22 23:15:00,1
2019-02-22 23:42:00,1
