21,select * from stellarMassPCAWiscM1# where specObjId=#
2019-02-22 02:50:00,1
2019-02-22 04:35:00,1
2019-02-22 05:14:00,1
2019-02-22 05:59:00,1
2019-02-22 06:22:00,1
2019-02-22 07:25:00,1
2019-02-22 09:03:00,1
2019-02-22 10:21:00,1
2019-02-22 11:11:00,1
2019-02-22 11:46:00,1
2019-02-22 12:16:00,1
2019-02-22 13:45:00,1
2019-02-22 14:05:00,1
2019-02-22 16:17:00,1
2019-02-22 19:13:00,1
2019-02-22 21:24:00,1
2019-02-22 21:26:00,1
2019-02-22 21:46:00,1
2019-02-22 22:52:00,1
2019-02-22 23:28:00,1
2019-02-22 23:38:00,1
