23,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-02-22 13:27:00,1
2019-02-22 13:32:00,1
2019-02-22 13:34:00,1
2019-02-22 13:50:00,1
2019-02-22 13:53:00,2
2019-02-22 13:54:00,1
2019-02-22 13:55:00,1
2019-02-22 13:57:00,1
2019-02-22 13:58:00,1
2019-02-22 13:59:00,1
2019-02-22 14:00:00,1
2019-02-22 14:21:00,2
2019-02-22 14:22:00,1
2019-02-22 14:23:00,2
2019-02-22 14:24:00,2
2019-02-22 15:02:00,1
2019-02-22 15:47:00,1
2019-02-22 15:48:00,2
