21,select * from stellarMassFSPSGranWideNoDust where specObjId=#
2019-02-22 00:30:00,1
2019-02-22 03:44:00,1
2019-02-22 04:08:00,1
2019-02-22 05:02:00,1
2019-02-22 05:30:00,1
2019-02-22 08:11:00,1
2019-02-22 08:28:00,1
2019-02-22 11:11:00,1
2019-02-22 11:20:00,1
2019-02-22 12:14:00,1
2019-02-22 12:17:00,1
2019-02-22 13:35:00,1
2019-02-22 13:56:00,1
2019-02-22 17:17:00,1
2019-02-22 17:41:00,1
2019-02-22 18:04:00,1
2019-02-22 19:16:00,1
2019-02-22 20:27:00,1
2019-02-22 22:58:00,1
2019-02-22 23:21:00,1
2019-02-22 23:24:00,1
