19,"select name, type, description from DBObjects where  type in (&&&,&&&) and access=&&& and UPPER(name) like &&&"
2019-02-22 00:11:00,1
2019-02-22 06:46:00,1
2019-02-22 06:52:00,1
2019-02-22 10:11:00,1
2019-02-22 10:13:00,1
2019-02-22 11:05:00,1
2019-02-22 11:37:00,1
2019-02-22 12:05:00,1
2019-02-22 12:06:00,1
2019-02-22 15:18:00,1
2019-02-22 15:27:00,1
2019-02-22 15:28:00,1
2019-02-22 15:29:00,1
2019-02-22 16:05:00,1
2019-02-22 16:44:00,1
2019-02-22 17:36:00,1
2019-02-22 21:41:00,1
2019-02-22 22:39:00,1
2019-02-22 22:46:00,1
