81,select * from galSpecInfo where specObjId=#
2019-02-22 00:00:00,3
2019-02-22 00:01:00,12
2019-02-22 02:01:00,1
2019-02-22 02:17:00,1
2019-02-22 02:24:00,1
2019-02-22 05:38:00,1
2019-02-22 07:17:00,1
2019-02-22 07:38:00,1
2019-02-22 09:23:00,1
2019-02-22 10:08:00,1
2019-02-22 10:29:00,1
2019-02-22 10:39:00,1
2019-02-22 11:30:00,2
2019-02-22 11:55:00,1
2019-02-22 12:14:00,1
2019-02-22 12:57:00,31
2019-02-22 12:58:00,4
2019-02-22 13:10:00,1
2019-02-22 18:13:00,1
2019-02-22 19:50:00,1
2019-02-22 20:07:00,13
2019-02-22 21:50:00,1
