96,select * from SpecObjAll where specObjId=#
2019-02-22 00:00:00,15
2019-02-22 00:16:00,1
2019-02-22 02:01:00,1
2019-02-22 03:13:00,1
2019-02-22 03:25:00,1
2019-02-22 05:37:00,1
2019-02-22 06:44:00,1
2019-02-22 06:59:00,1
2019-02-22 07:38:00,2
2019-02-22 09:08:00,1
2019-02-22 09:49:00,3
2019-02-22 09:50:00,4
2019-02-22 11:07:00,2
2019-02-22 11:08:00,4
2019-02-22 11:30:00,6
2019-02-22 11:40:00,1
2019-02-22 11:43:00,1
2019-02-22 11:49:00,1
2019-02-22 12:08:00,8
2019-02-22 12:09:00,6
2019-02-22 12:56:00,2
2019-02-22 13:23:00,1
2019-02-22 15:58:00,1
2019-02-22 16:15:00,1
2019-02-22 16:59:00,1
2019-02-22 18:08:00,1
2019-02-22 18:44:00,1
2019-02-22 18:52:00,1
2019-02-22 18:58:00,1
2019-02-22 19:28:00,1
2019-02-22 19:57:00,1
2019-02-22 20:05:00,9
2019-02-22 20:06:00,9
2019-02-22 21:26:00,1
2019-02-22 22:18:00,1
2019-02-22 22:22:00,1
2019-02-22 23:57:00,2
