21,select * from stellarMassPassivePort where specObjId=#
2019-02-22 00:04:00,1
2019-02-22 01:44:00,1
2019-02-22 02:25:00,1
2019-02-22 02:29:00,1
2019-02-22 02:40:00,1
2019-02-22 05:27:00,1
2019-02-22 06:30:00,1
2019-02-22 06:39:00,1
2019-02-22 08:44:00,1
2019-02-22 09:47:00,1
2019-02-22 10:15:00,1
2019-02-22 12:37:00,1
2019-02-22 13:55:00,1
2019-02-22 15:17:00,1
2019-02-22 15:45:00,1
2019-02-22 16:02:00,1
2019-02-22 17:49:00,1
2019-02-22 19:32:00,1
2019-02-22 20:54:00,1
2019-02-22 21:52:00,1
2019-02-22 22:45:00,1
