3,SELECT DISTINCT p.modelMag_i FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))
2019-02-22 16:17:00,1
2019-02-22 16:19:00,1
2019-02-22 16:22:00,1
