4116,"SELECT G.objID as sdss_ID, G.ra as RA, G.dec as DEC, P.z as redshift, p.zErr as redshift_err, G.modelMag_u as MODEL_MAG_U, G.modelMag_g as MODEL_MAG_G, G.modelMag_r as MODEL_MAG_R, G.modelMag_i as MODEL_MAG_I, G.modelMag_z as MODEL_MAG_Z, G.modelMagErr_u as MODEL_MAG_U_err, G.modelMagErr_g as MODEL_MAG_G_err, G.modelMagErr_r as MODEL_MAG_R_err, G.modelMagErr_i as MODEL_MAG_I_err, G.modelMagErr_z as MODEL_MAG_Z_err, P.absMagU, P.absMagG, P.absMagR, P.absMagI, P.absMagZ FROM Galaxy as G JOIN dbo.fGetNearbyObjEq(#,#,#) AS GN ON G.objID = GN.objID JOIN Photoz as P ON P.objID = G.objID"
2019-01-14 06:21:00,4
2019-01-14 06:22:00,39
2019-01-14 06:23:00,34
2019-01-14 06:24:00,38
2019-01-14 06:25:00,30
2019-01-14 06:26:00,30
2019-01-14 06:27:00,31
2019-01-14 06:28:00,31
2019-01-14 06:29:00,32
2019-01-14 06:30:00,33
2019-01-14 06:31:00,28
2019-01-14 06:32:00,31
2019-01-14 06:33:00,29
2019-01-14 06:34:00,29
2019-01-14 06:35:00,27
2019-01-14 06:36:00,28
2019-01-14 06:37:00,27
2019-01-14 06:38:00,27
2019-01-14 06:39:00,26
2019-01-14 06:40:00,26
2019-01-14 06:41:00,24
2019-01-14 06:42:00,25
2019-01-14 06:43:00,25
2019-01-14 06:44:00,24
2019-01-14 06:45:00,24
2019-01-14 06:46:00,23
2019-01-14 06:47:00,22
2019-01-14 06:48:00,23
2019-01-14 06:49:00,22
2019-01-14 06:50:00,20
2019-01-14 06:51:00,21
2019-01-14 06:52:00,19
2019-01-14 06:53:00,20
2019-01-14 06:54:00,20
2019-01-14 06:55:00,18
2019-01-14 06:56:00,19
2019-01-14 06:57:00,19
2019-01-14 06:58:00,16
2019-01-14 06:59:00,16
2019-01-14 07:00:00,9
2019-01-14 07:32:00,3
2019-01-14 07:33:00,10
2019-01-14 07:49:00,2
2019-01-14 07:50:00,14
2019-01-14 07:51:00,2
2019-01-14 08:02:00,15
2019-01-14 08:03:00,17
2019-01-14 08:36:00,15
