545,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-01-14 00:57:00,18
2019-01-14 02:36:00,42
2019-01-14 03:12:00,42
2019-01-14 04:33:00,42
2019-01-14 06:18:00,42
2019-01-14 08:38:00,18
2019-01-14 11:04:00,42
2019-01-14 13:01:00,18
2019-01-14 13:46:00,2
2019-01-14 13:47:00,27
2019-01-14 13:48:00,3
2019-01-14 16:03:00,21
2019-01-14 16:40:00,42
2019-01-14 17:16:00,18
2019-01-14 18:24:00,18
2019-01-14 18:40:00,42
2019-01-14 19:34:00,1
2019-01-14 19:46:00,4
2019-01-14 19:53:00,1
2019-01-14 19:56:00,18
2019-01-14 21:24:00,42
2019-01-14 21:45:00,42
