212,select * from dbo.fDocColumns(&&&)
2019-01-14 00:22:00,1
2019-01-14 00:25:00,2
2019-01-14 01:30:00,2
2019-01-14 01:55:00,1
2019-01-14 01:58:00,4
2019-01-14 02:28:00,2
2019-01-14 02:53:00,1
2019-01-14 04:00:00,1
2019-01-14 04:01:00,1
2019-01-14 04:06:00,1
2019-01-14 04:39:00,1
2019-01-14 04:44:00,1
2019-01-14 05:58:00,1
2019-01-14 05:59:00,1
2019-01-14 06:00:00,1
2019-01-14 06:08:00,2
2019-01-14 06:19:00,1
2019-01-14 06:20:00,1
2019-01-14 07:58:00,1
2019-01-14 08:06:00,1
2019-01-14 08:07:00,1
2019-01-14 08:09:00,1
2019-01-14 08:44:00,1
2019-01-14 08:57:00,1
2019-01-14 09:23:00,1
2019-01-14 09:26:00,1
2019-01-14 09:45:00,2
2019-01-14 09:46:00,1
2019-01-14 09:49:00,2
2019-01-14 09:51:00,2
2019-01-14 09:55:00,2
2019-01-14 09:59:00,1
2019-01-14 10:01:00,3
2019-01-14 10:02:00,1
2019-01-14 10:07:00,2
2019-01-14 10:23:00,1
2019-01-14 10:26:00,1
2019-01-14 10:31:00,1
2019-01-14 10:36:00,3
2019-01-14 10:37:00,1
2019-01-14 10:39:00,1
2019-01-14 10:47:00,1
2019-01-14 10:48:00,1
2019-01-14 10:59:00,1
2019-01-14 11:05:00,2
2019-01-14 11:28:00,2
2019-01-14 11:36:00,2
2019-01-14 11:37:00,5
2019-01-14 11:57:00,3
2019-01-14 12:00:00,1
2019-01-14 12:03:00,2
2019-01-14 12:18:00,2
2019-01-14 12:19:00,4
2019-01-14 12:22:00,3
2019-01-14 12:31:00,1
2019-01-14 12:32:00,1
2019-01-14 12:54:00,1
2019-01-14 13:05:00,1
2019-01-14 13:21:00,1
2019-01-14 13:30:00,2
2019-01-14 13:45:00,1
2019-01-14 13:48:00,2
2019-01-14 13:49:00,2
2019-01-14 13:51:00,2
2019-01-14 14:05:00,1
2019-01-14 14:06:00,1
2019-01-14 14:21:00,2
2019-01-14 14:22:00,2
2019-01-14 14:23:00,2
2019-01-14 14:25:00,1
2019-01-14 14:26:00,1
2019-01-14 14:27:00,2
2019-01-14 14:29:00,4
2019-01-14 14:32:00,2
2019-01-14 14:34:00,1
2019-01-14 14:35:00,1
2019-01-14 14:36:00,2
2019-01-14 14:47:00,3
2019-01-14 14:48:00,1
2019-01-14 14:49:00,1
2019-01-14 14:53:00,1
2019-01-14 15:05:00,1
2019-01-14 15:06:00,1
2019-01-14 15:12:00,2
2019-01-14 15:22:00,1
2019-01-14 15:29:00,1
2019-01-14 15:32:00,1
2019-01-14 15:33:00,3
2019-01-14 15:35:00,1
2019-01-14 15:38:00,1
2019-01-14 15:45:00,1
2019-01-14 15:48:00,1
2019-01-14 15:49:00,3
2019-01-14 15:50:00,1
2019-01-14 15:54:00,1
2019-01-14 15:55:00,2
2019-01-14 15:59:00,1
2019-01-14 16:09:00,1
2019-01-14 16:13:00,1
2019-01-14 16:21:00,2
2019-01-14 16:38:00,2
2019-01-14 16:39:00,5
2019-01-14 16:41:00,3
2019-01-14 16:42:00,6
2019-01-14 16:45:00,1
2019-01-14 17:04:00,1
2019-01-14 17:34:00,2
2019-01-14 17:47:00,2
2019-01-14 18:07:00,2
2019-01-14 18:27:00,2
2019-01-14 18:29:00,5
2019-01-14 18:30:00,6
2019-01-14 18:50:00,2
2019-01-14 19:03:00,1
2019-01-14 19:04:00,1
2019-01-14 19:24:00,1
2019-01-14 20:14:00,1
2019-01-14 20:43:00,2
2019-01-14 21:03:00,2
2019-01-14 21:19:00,1
2019-01-14 22:20:00,1
2019-01-14 22:24:00,2
2019-01-14 23:06:00,1
2019-01-14 23:11:00,1
2019-01-14 23:16:00,1
2019-01-14 23:20:00,1
2019-01-14 23:21:00,1
2019-01-14 23:28:00,2
