286,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-01-14 18:01:00,8
2019-01-14 18:02:00,29
2019-01-14 18:07:00,1
2019-01-14 18:12:00,13
2019-01-14 18:13:00,24
2019-01-14 18:18:00,15
2019-01-14 18:19:00,23
2019-01-14 18:33:00,7
2019-01-14 18:34:00,25
2019-01-14 18:41:00,2
2019-01-14 19:19:00,2
2019-01-14 19:27:00,18
2019-01-14 19:28:00,13
2019-01-14 20:06:00,1
2019-01-14 20:07:00,30
2019-01-14 20:20:00,2
2019-01-14 21:13:00,2
2019-01-14 21:15:00,9
2019-01-14 21:16:00,18
2019-01-14 21:21:00,15
2019-01-14 21:22:00,27
2019-01-14 21:23:00,2
