52,select distinct parent from DBViewCols where viewname=&&&
2019-01-14 01:13:00,1
2019-01-14 10:26:00,1
2019-01-14 10:31:00,1
2019-01-14 10:47:00,1
2019-01-14 10:48:00,1
2019-01-14 10:53:00,1
2019-01-14 11:57:00,3
2019-01-14 12:00:00,1
2019-01-14 12:18:00,1
2019-01-14 12:19:00,2
2019-01-14 12:22:00,2
2019-01-14 12:31:00,1
2019-01-14 13:21:00,1
2019-01-14 13:45:00,1
2019-01-14 14:21:00,2
2019-01-14 14:22:00,1
2019-01-14 14:23:00,2
2019-01-14 14:27:00,1
2019-01-14 14:29:00,2
2019-01-14 14:32:00,1
2019-01-14 14:35:00,1
2019-01-14 14:53:00,1
2019-01-14 15:06:00,1
2019-01-14 15:22:00,1
2019-01-14 15:29:00,1
2019-01-14 16:38:00,1
2019-01-14 16:41:00,1
2019-01-14 16:48:00,1
2019-01-14 17:15:00,2
2019-01-14 18:29:00,5
2019-01-14 18:30:00,6
2019-01-14 21:03:00,2
2019-01-14 23:28:00,2
