108,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-01-14 02:26:00,1
2019-01-14 03:19:00,2
2019-01-14 03:20:00,2
2019-01-14 03:21:00,3
2019-01-14 03:22:00,1
2019-01-14 03:23:00,4
2019-01-14 03:24:00,4
2019-01-14 03:26:00,2
2019-01-14 03:27:00,1
2019-01-14 03:28:00,4
2019-01-14 03:29:00,1
2019-01-14 03:30:00,3
2019-01-14 03:31:00,2
2019-01-14 03:32:00,4
2019-01-14 03:33:00,2
2019-01-14 03:34:00,2
2019-01-14 03:35:00,6
2019-01-14 03:36:00,1
2019-01-14 03:37:00,3
2019-01-14 03:38:00,1
2019-01-14 03:40:00,1
2019-01-14 03:41:00,2
2019-01-14 17:35:00,1
2019-01-14 19:36:00,1
2019-01-14 19:37:00,1
2019-01-14 19:43:00,3
2019-01-14 19:44:00,2
2019-01-14 19:45:00,5
2019-01-14 19:46:00,5
2019-01-14 19:48:00,4
2019-01-14 19:49:00,3
2019-01-14 19:50:00,1
2019-01-14 19:51:00,2
2019-01-14 19:52:00,2
2019-01-14 19:53:00,1
2019-01-14 19:55:00,2
2019-01-14 19:56:00,4
2019-01-14 19:57:00,4
2019-01-14 19:58:00,2
2019-01-14 19:59:00,2
2019-01-14 20:00:00,2
2019-01-14 20:01:00,2
2019-01-14 20:02:00,1
2019-01-14 20:03:00,2
2019-01-14 20:04:00,2
2019-01-14 20:05:00,2
