30,select * from PhotoZ where objId=#
2019-01-14 00:01:00,1
2019-01-14 00:21:00,1
2019-01-14 00:29:00,1
2019-01-14 04:25:00,1
2019-01-14 06:37:00,1
2019-01-14 06:55:00,1
2019-01-14 07:04:00,1
2019-01-14 07:51:00,1
2019-01-14 11:25:00,1
2019-01-14 11:35:00,1
2019-01-14 12:10:00,1
2019-01-14 12:28:00,1
2019-01-14 13:21:00,1
2019-01-14 13:48:00,1
2019-01-14 16:11:00,1
2019-01-14 18:02:00,1
2019-01-14 18:04:00,1
2019-01-14 18:28:00,1
2019-01-14 18:31:00,1
2019-01-14 18:34:00,1
2019-01-14 19:01:00,1
2019-01-14 19:11:00,1
2019-01-14 20:14:00,1
2019-01-14 21:21:00,1
2019-01-14 21:25:00,1
2019-01-14 21:31:00,1
2019-01-14 22:03:00,1
2019-01-14 22:25:00,1
2019-01-14 22:34:00,1
2019-01-14 23:26:00,1
