41,select * from galSpecIndx where specObjId=#
2019-01-14 00:33:00,1
2019-01-14 00:56:00,4
2019-01-14 00:57:00,5
2019-01-14 01:39:00,1
2019-01-14 02:14:00,1
2019-01-14 02:31:00,1
2019-01-14 03:15:00,1
2019-01-14 04:57:00,1
2019-01-14 05:04:00,1
2019-01-14 07:08:00,1
2019-01-14 08:10:00,1
2019-01-14 10:44:00,9
2019-01-14 10:51:00,1
2019-01-14 12:36:00,1
2019-01-14 13:38:00,1
2019-01-14 14:18:00,1
2019-01-14 14:23:00,2
2019-01-14 18:02:00,1
2019-01-14 19:28:00,1
2019-01-14 20:03:00,1
2019-01-14 20:08:00,1
2019-01-14 20:52:00,1
2019-01-14 21:11:00,1
2019-01-14 21:19:00,1
2019-01-14 21:21:00,1
