19,select * from stellarMassFSPSGranWideDust where specObjId=#
2019-12-02 00:27:00,1
2019-12-02 00:44:00,1
2019-12-02 03:56:00,1
2019-12-02 04:11:00,1
2019-12-02 06:13:00,1
2019-12-02 09:02:00,1
2019-12-02 09:28:00,1
2019-12-02 10:44:00,1
2019-12-02 11:30:00,1
2019-12-02 12:17:00,1
2019-12-02 16:08:00,1
2019-12-02 16:43:00,1
2019-12-02 17:15:00,1
2019-12-02 17:39:00,1
2019-12-02 19:31:00,1
2019-12-02 20:28:00,1
2019-12-02 22:07:00,1
2019-12-02 22:30:00,1
2019-12-02 23:18:00,1
