922,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-12-02 01:13:00,1
2019-12-02 02:01:00,126
2019-12-02 02:50:00,1
2019-12-02 02:52:00,42
2019-12-02 10:48:00,18
2019-12-02 13:30:00,84
2019-12-02 17:02:00,42
2019-12-02 17:06:00,42
2019-12-02 17:22:00,42
2019-12-02 17:24:00,5
2019-12-02 17:25:00,15
2019-12-02 17:26:00,15
2019-12-02 17:27:00,38
2019-12-02 17:28:00,15
2019-12-02 17:29:00,23
2019-12-02 17:30:00,10
2019-12-02 17:31:00,25
2019-12-02 17:32:00,34
2019-12-02 17:33:00,27
2019-12-02 17:34:00,36
2019-12-02 17:35:00,34
2019-12-02 17:36:00,10
2019-12-02 17:37:00,9
2019-12-02 18:03:00,42
2019-12-02 19:21:00,42
2019-12-02 19:32:00,42
2019-12-02 20:33:00,18
2019-12-02 21:40:00,42
2019-12-02 22:06:00,42
