100,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-12-02 02:44:00,1
2019-12-02 03:14:00,3
2019-12-02 03:15:00,3
2019-12-02 03:16:00,2
2019-12-02 03:17:00,2
2019-12-02 03:18:00,3
2019-12-02 03:19:00,3
2019-12-02 03:20:00,3
2019-12-02 03:21:00,2
2019-12-02 03:22:00,4
2019-12-02 03:23:00,2
2019-12-02 03:24:00,3
2019-12-02 03:25:00,3
2019-12-02 03:26:00,3
2019-12-02 03:27:00,3
2019-12-02 03:28:00,3
2019-12-02 03:29:00,3
2019-12-02 03:30:00,3
2019-12-02 03:31:00,3
2019-12-02 03:32:00,4
2019-12-02 03:33:00,3
2019-12-02 03:34:00,3
2019-12-02 03:35:00,3
2019-12-02 03:36:00,3
2019-12-02 03:37:00,3
2019-12-02 03:38:00,3
2019-12-02 03:39:00,2
2019-12-02 03:40:00,2
2019-12-02 03:41:00,1
2019-12-02 03:42:00,3
2019-12-02 03:43:00,1
2019-12-02 03:44:00,2
2019-12-02 03:45:00,2
2019-12-02 03:46:00,2
2019-12-02 03:47:00,3
2019-12-02 03:48:00,3
2019-12-02 03:49:00,3
2019-12-02 03:50:00,2
