5952,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-12-02 13:33:00,328
2019-12-02 13:37:00,192
2019-12-02 13:38:00,94
2019-12-02 13:39:00,111
2019-12-02 13:40:00,417
2019-12-02 13:41:00,50
2019-12-02 13:42:00,5
2019-12-02 13:45:00,151
2019-12-02 13:46:00,44
2019-12-02 13:56:00,19
2019-12-02 13:57:00,150
2019-12-02 13:58:00,114
2019-12-02 13:59:00,218
2019-12-02 14:01:00,65
2019-12-02 14:02:00,377
2019-12-02 14:03:00,436
2019-12-02 14:04:00,47
2019-12-02 14:05:00,187
2019-12-02 14:07:00,218
2019-12-02 14:12:00,164
2019-12-02 14:16:00,315
2019-12-02 14:17:00,91
2019-12-02 14:18:00,221
2019-12-02 14:20:00,18
2019-12-02 14:21:00,146
2019-12-02 14:22:00,432
2019-12-02 14:24:00,401
2019-12-02 14:26:00,211
2019-12-02 14:27:00,22
2019-12-02 14:30:00,251
2019-12-02 14:31:00,231
2019-12-02 14:36:00,117
2019-12-02 14:37:00,109
