24,select * from emissionLinesPort where specObjId=#
2019-12-02 00:22:00,2
2019-12-02 02:04:00,1
2019-12-02 02:42:00,1
2019-12-02 03:26:00,1
2019-12-02 04:15:00,2
2019-12-02 04:32:00,1
2019-12-02 05:20:00,1
2019-12-02 06:08:00,1
2019-12-02 07:48:00,1
2019-12-02 10:01:00,1
2019-12-02 10:29:00,1
2019-12-02 10:50:00,1
2019-12-02 12:30:00,1
2019-12-02 15:26:00,1
2019-12-02 15:41:00,1
2019-12-02 16:31:00,1
2019-12-02 16:39:00,1
2019-12-02 17:22:00,1
2019-12-02 19:14:00,1
2019-12-02 19:27:00,1
2019-12-02 20:26:00,1
2019-12-02 23:01:00,1
